text,true_label,pred_prob,pred_label,pred_cat
 This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.		,0,0.0003771039,0.0,假新闻
" Post says ""President Trump has come into contact with a potential coronavirus sufferer!""		",0,0.00040283002,0.0,假新闻
 Department of Homeland Security official says illegal border crossings may spread coronavirus.		,0,0.00041727844,0.0,假新闻
" Post says ""being exposed to the sun for two hours"" kills the 2019 coronavirus.		",0,0.00039689193,0.0,假新闻
 Coronavirus is actually chemtrail lungs.		,0,0.00040567984,0.0,假新闻
" Americans have to pay $3,000 or $4,000 for a day of containment.		",0,0.00042699015,0.0,假新闻
 Drinking hot tea can prevent coronavirus infection.		,0,0.0004309798,0.0,假新闻
 You can kill the coronavirus by drinking hot drinks.		,0,0.00038690388,0.0,假新闻
 Tips against coronavirus like holding your breath and drinking water.		,0,0.00041570514,0.0,假新闻
 Tips against coronavirus include holding your breath and drinking water.		,0,0.00040672344,0.0,假新闻
" The head of Coordinated Emergences, Fernando Simon, has said that is better to get coronavirus now, because later there will be no space in hospitals.		",0,0.00042903193,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.0004444833,0.0,假新闻
 Regional government of Castilla-La Mancha announced in Twitter the closing of schools until April 1.		,0,0.0004420863,0.0,假新闻
 Audio from WhatsApp in which the head of cardiology at the Gregorio Mara¤¢n Hospital states that we are in a moment of uncontrolled coronavirus infection.		,0,0.00044603195,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.0004444833,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.0004444833,0.0,假新闻
 A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.		,0,0.00044475336,0.0,假新闻
" Post says Harvard scientists say the coronavirus is ""spreading so fast that it will infect 70% of humanity this year.""		",0,0.0004417298,0.0,假新闻
" 10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.		",0,0.00043692003,0.0,假新闻
 Tweet says Daniel Radcliffe has the coronavirus.		,0,0.00043542008,0.0,假新闻
 You can monitor yourself for COVID-19 with a breath test.		,0,0.00039840356,0.0,假新闻
 Marijuana is a cure for the coronavirus.		,0,0.00041332224,0.0,假新闻
 Hold your breath 10 seconds to check if you are infected with the novel coronavirus.		,0,0.00042292982,0.0,假新闻
 China is supplying the Quran to people to read after the coronavirus outbreak.		,0,0.00043820863,0.0,假新闻
 Audio from WhatsApp in which the head of Cardiology at the Gregorio Mara¤¢n Hospital states that we are in a moment of uncontrolled coronavirus infection.		,0,0.00044603195,0.0,假新闻
 Gargling salt water and vinegar will kill the virus.		,0,0.0004422162,0.0,假新闻
 If you can hold your breath for 10 seconds then you don't have fibrosis and therefore no infection. Picture of text in English describing the method.		,0,0.00040580131,0.0,假新闻
 Turmeric and lemon can cure the coronavirus.		,0,0.00043218656,0.0,假新闻
 You can check for coronavirus by holding your breath for 10 seconds.		,0,0.00038901204,0.0,假新闻
 Airports and train stations in Lithuania are being closed down.		,0,0.000396618,0.0,假新闻
 Tuit reports that Brazilian president Jair Bolsonaro has tested positive for the coronavirus.		,0,0.0004320086,0.0,假新闻
 Audio from WhatsApp that says there are a doctor and two nurses hospitalized on the ICU in Terrassa (Barcelona)		,0,0.00042423335,0.0,假新闻
" Says Nancy Pelosi was ""caught trying to include abortion funding in bill to combat coronavirus.""		",0,0.0004433166,0.0,假新闻
" ""The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.""		",0,0.00039740474,0.0,假新闻
 Image showing Italian doctors exhausted and sleeping.		,0,0.0004480993,0.0,假新闻
 Get the disease now to gain immunity. Infograph mimicking official information.		,0,0.0004068852,0.0,假新闻
" After the closure of schools in France, President Emmanuel Macron announced classes next summer to catch up.		",0,0.0004368067,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,0.000424205,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,0.000424205,0.0,假新闻
 Picture shows the Mecca totally empty.		,0,0.00040984218,0.0,假新闻
 Saddam Hussein explains what coronavirus is about.		,0,0.00040860195,0.0,假新闻
 We can neutralise the new coronavirus SARS-CoV-2 by exposing ourselves to the sun and drinking hot beverages. The use of a mask is not effective and the virus itself is a threat to our life only if we are part of a high risk group.		,0,0.0004058539,0.0,假新闻
 Aajtak news channel claims that consuming the herbal plant Tulsi will cure coronavirus.		,0,0.00044764997,0.0,假新闻
 India announced holidays for four states.		,0,0.00043484656,0.0,假新闻
 Israel has manufactured the coronavirus vaccine		,0,0.00044357835,0.0,假新闻
 Ireland is going into a 'Status Red' lockdown with the military patrolling the streets.		,0,0.00042549672,0.0,假新闻
" Advice about coronavirus prevention and remedies, allegedly from Stanford Hospital.		",0,0.0004406888,0.0,假新闻
 A post says that if you hold your breath you can tell if you are infected with COVID-19 or not.		,0,0.00037810675,0.0,假新闻
 Drinking hot beverages prevents coronavirus infection.		,0,0.00044900444,0.0,假新闻
 Audio from WhatsApp that says there are a doctor and two nurses hospitalized on the ICU in Terrassa (Barcelona)		,0,0.00042423335,0.0,假新闻
 Audio from WhatsApp that says there are a doctor and two nurses hospitalized on the ICU in Terrassa (Barcelona)		,0,0.00042423335,0.0,假新闻
" A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to ""protect against coronavirus.""		",0,0.00043136306,0.0,假新闻
" ""It's actually the safest time to fly.""		",0,0.00043606665,0.0,假新闻
" Drinking ""water a lot and gargling with warm water and salt or vinegar eliminates"" the coronavirus.		",0,0.0004488169,0.0,假新闻
 37.000 US soldiers are entering the EU while everybody is busy with the coronavirus; the soldiers are immune.		,0,0.00039889014,0.0,假新闻
 The University hospital in Vienna found out that Ibuprofen speeds up the spreading of the coronavirus.		,0,0.00044022253,0.0,假新闻
 Ireland is going into a full lockdown.		,0,0.0003964225,0.0,假新闻
" If you drink water with lemon, it prevents the new coronavirus.		",0,0.0004496309,0.0,假新闻
" Felipe Gonzalez, ex-prime minister of Spain, says the Spanish coalition government cannot face the COVID-19 crisis.		",0,0.00042331594,0.0,假新闻
" The current coronavirus has been ""manufactured"" in Wuhan.		",0,0.00040849362,0.0,假新闻
 Curfew issued for Bossier city due to coronavirus.		,0,0.00043912686,0.0,假新闻
" A video shows an Italian doctor who says that nobody died from coronavirus in Italy, that it's not more dangerous than a flu.		",0,0.00042007977,0.0,假新闻
" Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.		",0,0.00042095926,0.0,假新闻
 Ibuprofen can be an aggravating factor; one should use Paracetamol instead.		,0,0.0004410832,0.0,假新闻
 The spread of the new coronavirus was planned by the Rockefellers years ago.		,0,0.00044804288,0.0,假新闻
 The claim that there is a cure from the new coronavirus. The name of the drug is decametoxine.		,0,0.0004197078,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,0.0004455005,0.0,假新闻
" A meme posted offers mixed advice?  some true, some false?  about coronavirus protection.		",0,0.0004229532,0.0,假新闻
" A video viewed more than 2.4 million times on Facebook urges people to inhale steam to ""kill"" the novel coronavirus.		",0,0.00044369552,0.0,假新闻
 Says businesses will give you free baby formula during the coronavirus outbreak.		,0,0.00040498248,0.0,假新闻
" Stage 4 of the epidemic means ""quarantine for all cities in France.""		",0,0.0004477255,0.0,假新闻
" There is a train wagon carrying the sign ""COVID-19"" which is used to carry and spread the disease.		",0,0.0003842505,0.0,假新闻
" Details of three coronavirus positive cases reported in Kothapet (Hyderabad, India).		",0,0.0004224622,0.0,假新闻
 One can get free masks from the government to fight coronavirus by filling this form in the web link.		,0,0.00039058004,0.0,假新闻
 A headline about the closure of the airport in Skopje,0,0.0004013973,0.0,假新闻
" EFE news agency published a tweet announcing that the Government will impose fines of 300,000 euros on people who travel to other regions.		",0,0.0004083776,0.0,假新闻
 Egypt Health Minister has given China the vaccine against the coronavirus.		,0,0.0004490374,0.0,假新闻
" EFE has published that those who move from one Spanish region to another under the state of alarm will be fined up to 300,000 euros.		",0,0.0004434523,0.0,假新闻
" If you are not a carrier of the virus, surgery masks should be worn inside out.		",0,0.00041105645,0.0,假新闻
 Photos show animals returning to clear Venice canals.		,0,0.0004443748,0.0,假新闻
" ""Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.""		",0,0.00042753987,0.0,假新闻
 Coronavirus is the least deadly virus.		,0,0.00043925547,0.0,假新闻
 CDC warns people that morel mushroom increases coronavirus risk by 200%.		,0,0.00044222965,0.0,假新闻
" ""Sunlight actually can kill the [novel coronavirus].""		",0,0.0004120054,0.0,假新闻
 No evidence that 5G is being forcibly installed in schools.		,0,0.0004157107,0.0,假新闻
" The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""		",0,0.00042926968,0.0,假新闻
 The military is coming to Paris because of the coronavirus.		,0,0.00041034952,0.0,假新闻
 Another rumor claims the military is coming to Paris because of the coronavirus.		,0,0.0004153937,0.0,假新闻
 The internet will collapse globally due to the new coronavirus outbreak.		,0,0.00042307907,0.0,假新闻
 Coronil drops can help cure coronavirus.		,0,0.0004479891,0.0,假新闻
 Staff of two Mumbai hotels have COVID-positive cases.		,0,0.00044834893,0.0,假新闻
 Narendra Modi is giving free masks in India.		,0,0.0004365219,0.0,假新闻
 Video shows Chinese police crackdown on coronavirus patients.		,0,0.00043486693,0.0,假新闻
" If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.		",0,0.00040442593,0.0,假新闻
 Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.		,0,0.0004353976,0.0,假新闻
 Medical University in Vienna has published a study about Ibuprofen and coronavirus.		,0,0.00044683408,0.0,假新闻
" Warm water with salt prevents the new coronavirus infection, killing it in the throat.		",0,0.00044310692,0.0,假新闻
 Here are the measures that Mercadona will implement due to the coronavirus crisis.		,0,0.00039922434,0.0,假新闻
 It is advisable to leave outside the shoes used on the street to prevent coronavirus.		,0,0.00043316986,0.0,假新闻
 A conpiracy theory about a news report from the correspondent in Finland for the Swedish public service TV.		,0,0.00042534052,0.0,假新闻
 Sweden has stopped fighting against the new coronavirus.		,0,0.00041806747,0.0,假新闻
" In Ukraine, utility bills are deferred for two months due to the quarantine.		",0,0.00044436715,0.0,假新闻
 A dog vaccine can be used against coronavirus in people.		,0,0.00043196487,0.0,假新闻
" ""I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.""		",0,0.00044129693,0.0,假新闻
 Wash your throat with salted water and apple vinegar to cure COVID-19.		,0,0.0004448573,0.0,假新闻
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.		",0,0.00034677918,0.0,假新闻
 This photo shows French nurses holding a sign to denounce police violence.		,0,0.00044772122,0.0,假新闻
 The viral video claims to show the visuals of China police personnel trying to control the patients allegedly suffering from the pandemic.		,0,0.00040289955,0.0,假新闻
 A video shows Chinese police crackdown on suspected COVID-19 patients.		,0,0.00042305523,0.0,假新闻
 With self-checkup you can find out if you are infected with coronavirus.		,0,0.0004149162,0.0,假新闻
" Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.		",0,0.00043814885,0.0,假新闻
 Countries that are the most affected by the coronavirus are along the same latitude.		,0,0.00044773024,0.0,假新闻
 Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19.		,0,0.00042977885,0.0,假新闻
 There is a Russian medicine that could be use against Sars-Cov-2.		,0,0.00037140973,0.0,假新闻
 Retaining your breath for 10 seconds will help you detect the coronavirus.		,0,0.0004254837,0.0,假新闻
" The exams to access university in Valencia region will be delayed to August 10, 11 and 12.		",0,0.00043113274,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,0.00040289227,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,0.00040289227,0.0,假新闻
" Some of Madrid hospitals close because they are ""too full"" because of the coronavirus.		",0,0.0003901925,0.0,假新闻
 Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate		,0,0.0004476128,0.0,假新闻
" As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada's alleged response to the outbreak flourished on social media.		",0,0.00044706117,0.0,假新闻
 Evidence shows the WHO director-general overstated COVID-19 fatality rate		,0,0.0004476128,0.0,假新闻
 These at-home coronavirus testing kits are real.		,0,0.00043925174,0.0,假新闻
 Clean your throat with salt water or vinegar to cure coronavirus.		,0,0.00040707728,0.0,假新闻
 Spanish minister of agriculture called out football players for earning too much and showing lack of solidarity.		,0,0.00041449658,0.0,假新闻
" You should leave your shoes outside, as they carry the virus.		",0,0.0003934501,0.0,假新闻
 Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.		,0,0.00038118463,0.0,假新闻
 Claim that Sweden has refused to fight coronavirus.		,0,0.0004056829,0.0,假新闻
 A 2015 study is the proof that SARS-CoV-2 was made in a lab from combining two other viruses and that was the way it spread.		,0,0.00043731858,0.0,假新闻
 India asked for restriction of movement.		,0,0.00040270865,0.0,假新闻
 This video shows goats affected by the coronavirus.		,0,0.00035396867,0.0,假新闻
 Photo shows row of coffins in Italy. Claims that this is how Bergamo in Italy deals with the dead from the virus.		,0,0.00043513614,0.0,假新闻
" During the pandemic, Macedonian citizens will have no bread.		",0,0.00042211462,0.0,假新闻
" The parks of Adra, in Spain, are being fumigated with poison.		",0,0.00044386525,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,0.0004455005,0.0,假新闻
 Biden claims that Trump eliminated the White House pandemic office.		,0,0.00040678625,0.0,假新闻
 Walmart is closing hundreds of its stores.		,0,0.00040004333,0.0,假新闻
 Obama family flown to private island to escape coronavirus pandemic.		,0,0.0004481292,0.0,假新闻
" Claim that ""there is no"" COVID-19 virus.		",0,0.00042629195,0.0,假新闻
" The federal government is ""preparing to mobilize the national guard,"" ""dispatch them across the US with military"" and ""announce a nationwide 1 week quarantine for all citizens.""		",0,0.00043746622,0.0,假新闻
 Cattle vaccine proofs that coronavirus has existed for years and that there already is a vaccine. Photo showing the cattle vaccine produced by the American medical company ScourGuard 4KC.		,0,0.0004314552,0.0,假新闻
 It is forbidden to be more than one in a car in France during the lockdown.		,0,0.00041907188,0.0,假新闻
 Pope Francis ran away at a public meeting due to coronavirus fear.		,0,0.00041451593,0.0,假新闻
 An audio clip suggests that the WHO has advised a lockdown.		,0,0.0004287178,0.0,假新闻
" A video has been viewed thousands of times on Facebook, Twitter, Instagram and YouTube in March 2020 alongside a claim that it shows police in Spain detaining people during a lockdown due to the coronavirus pandemic.		",0,0.0004494157,0.0,假新闻
 Hospitals are advising people to wear gloves at petrol pumps.		,0,0.00044079052,0.0,假新闻
 Claim that the outbreak of COVID-19 is not real.		,0,0.00043875392,0.0,假新闻
 Claim that the outbreak of the virus was caused by 5G.		,0,0.00043997366,0.0,假新闻
 A post claims that there are no cases of the new coronavirus in Russia.		,0,0.000400681,0.0,假新闻
" ""Wisconsin is the only state where all Republicans voted against protecting its citizens.""		",0,0.0004116284,0.0,假新闻
 Fox News won Pulitzer for coronavirus coverage.		,0,0.00041463613,0.0,假新闻
 It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.		,0,0.00038836634,0.0,假新闻
" ""Only India can resist coronavirus""?  Saudi Crown Prince Mohammad Bin Salman.		",0,0.00043704922,0.0,假新闻
" A WhatsApp video claims that the lady shown is the wife of Canada's PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.		",0,0.00041552322,0.0,假新闻
 Coronavirus can live only up to 12 hours on any surface.		,0,0.00043865683,0.0,假新闻
 Video of Canadian PM Justin Trudeau's wife who is suffering from COVID-19.		,0,0.00042794982,0.0,假新闻
 This is a self-check test for coronavirus.		,0,0.00036933564,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.0004291473,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.0004291473,0.0,假新闻
 There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.		,0,0.00041681906,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.0004291473,0.0,假新闻
 Joe Biden tested positive for coronavirus.		,0,0.00042169698,0.0,假新闻
" Quotes Joe Biden as saying ""people who have never died before are now dying from coronavirus.""		",0,0.0004211697,0.0,假新闻
 Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.		,0,0.000420069,0.0,假新闻
 A video from a British broadcaster shows Italian coronavirus victims got taken down.		,0,0.00039363513,0.0,假新闻
 Media outlets duped the public saying coronavirus killed the same man twice.		,0,0.00039379505,0.0,假新闻
 A video shows coronavirus patients at an airport in China and gauges how serious the situation is.		,0,0.00039799642,0.0,假新闻
 There is science behind Indian Prime minister Modi's 5 p.m. clapping initiative,0,0.00040218706,0.0,假新闻
 Russian government has unleashed lions on the streets to impose a public curfew.		,0,0.0004160415,0.0,假新闻
 Photographs of the Army in Dublin city centre show that the country is about to go into lockdown.		,0,0.0004083928,0.0,假新闻
 Five helicopters will disinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.		,0,0.00043307777,0.0,假新闻
 The government of Spain is going to declare a state of emergency.		,0,0.00041875383,0.0,假新闻
 Lemon and bicarbonate kill the virus.		,0,0.00043835488,0.0,假新闻
 One can destroy the new coronavirus by doing the following breathing exercises.		,0,0.00044058205,0.0,假新闻
" ""Boil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages ... Mucus is the problem, it's where the virus lives!""		",0,0.00041716825,0.0,假新闻
" ""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""		",0,0.00042413626,0.0,假新闻
 Helicopters are spraying disinfectants to stop the spread of coronavirus.		,0,0.00044076864,0.0,假新闻
 Black people are immune to the coronavirus.		,0,0.00042155062,0.0,假新闻
" Governmental economic measures will allow ""unemployed people to earn 100% of their wage, workers 70% and craftsmen 0%""		",0,0.0004260924,0.0,假新闻
 Will lockdown cause a shortage of banknotes in ATMs?		,0,0.00044444387,0.0,假新闻
 Germany refused to take any help from China.		,0,0.00042203814,0.0,假新闻
 Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.		,0,0.00043714925,0.0,假新闻
 Video of the current situation in Italy due to coronavirus.		,0,0.00039239603,0.0,假新闻
 Video of Canada PM Justin Trudeau's wife pleading for people to take COVID-19 seriously.		,0,0.000391556,0.0,假新闻
" The Russian president, Putin, has left 800 lions outside to make people stay in their homes.		",0,0.00043007327,0.0,假新闻
 Hold your breath for 10 seconds to check if you have the coronavirus.		,0,0.0004276479,0.0,假新闻
 American scientists have developed a cure for the coronavirus.		,0,0.00042679723,0.0,假新闻
 The video shows Muslims licking plates and spoons to spread the coronavirus.		,0,0.00036548037,0.0,假新闻
 False offer of free Internet during 60 days due to the quarantine.		,0,0.00039069477,0.0,假新闻
 Vox is going to donate the money it receives for representation in institutions to public health.		,0,0.00044134914,0.0,假新闻
 Netflix gives away free accounts during coronavirus quarantine.		,0,0.0003892525,0.0,假新闻
 This wagon bears the inscription COVID-19.		,0,0.00042682854,0.0,假新闻
 Study suggests malaria drug can treat coronavirus.		,0,0.00044752573,0.0,假新闻
 The CDC now says that the coronavirus can survive on surfaces for up to 17 days.		,0,0.0004335542,0.0,假新闻
" ""This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.""		",0,0.00040171135,0.0,假新闻
 Russian President Putin released 500 lions onto the streets to keep people indoors.		,0,0.0004169789,0.0,假新闻
 President Trump refers to the coronavirus as a hoax in an audio clip.		,0,0.00042663934,0.0,假新闻
 Holding your breath for 10 seconds is a way to test for the coronavirus.		,0,0.0004050203,0.0,假新闻
" Muammar Gaddafi predicted ""they"" will create viruses and sell us the cures.		",0,0.00044125144,0.0,假新闻
 Denmark is not on the verge of a coronavirus epidemic.		,0,0.00044758467,0.0,假新闻
