text,true_label,pred_prob,pred_label
"#NDTVExclusive | ""We cannot be scared of (COVID-19) numbers... We can only protect our citizens when we identify cases"": @AUThackeray to @Nidhi
#COVID19Pandemic #Lockdown4 pic.twitter.com/hTEVABzQQa",1,0.000374315,0
#CoronavirusCrisis | It's now clinically proven that COVID-19 is infecting your dreams! Watch this report. #ITVideo pic.twitter.com/GrZOpxoNkK,1,0.000375432,0
" A post says that there is a movie that predicted the pandemic and it's called ""Coronavirus"".		",0,0.000375479,0
" Claim saying there is no mortality increase in Europe, so COVID-19 is exaggerated.		",0,0.000376739,0
" A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.		",0,0.000376844,0
" Narendra Modi is giving free masks in India.		",0,0.000376853,0
" There is a train wagon carrying the sign ""COVID-19"" which is used to carry and spread the disease.		",0,0.000376914,0
" Video allegedly exposing coronavirus's secrets.		",0,0.000377009,0
" Why you should not take seriously this card on the efficacy of chloroquine.		",0,0.000377356,0
"100,000.

The front page of Thursday's @washingtonpost. 

Each point of light is one life lost to covid-19 in the United States.  https://wapo.st/100000  pic.twitter.com/f1tJJCDzbN",1,0.000377439,0
" The common cold is the only type of coronavirus.		",0,0.000377472,0
" ""How many of you are aware that the female governor of Michigan is the niece of George Soros?""		",0,0.000377842,0
"Watch this report to know how physiotherapists are changing the way they function in post Covid world!
@DrBluemonk (Dr Saif Naqvi) @imraina @ankit_tyagi01
#ITVideo #6PMPrime pic.twitter.com/KYzGjo4gQJ",1,0.000377916,0
"All you need to know about #Covid_19 tests, hotspots amid surging cases  https://www.ndtv.com/india-news/all-you-need-to-know-about-covid-19-tests-hotspots-amid-surging-cases-2211662  pic.twitter.com/oDdDABwMe4",1,0.000377936,0
" False offer of free Internet during 60 days due to the quarantine.		",0,0.000378046,0
" A video shows right wing blogger Billy Six who filmed himself in an empty hospital to prove that there is no crisis, there are no patients and nobody is sick.		",0,0.000378443,0
"""In these 30 days of lockdown, we have been more or less stable. One of our crucial tool has been testing"": CK Mishra, COVID empowered group

#CoronavirusPandemic pic.twitter.com/uUhqQiCmfA",1,0.000378866,0
" Biden claims that Trump eliminated the White House pandemic office.		",0,0.000378871,0
"Sen. Paul suggested that because the death rate in children is low, schools should be allowed to reopen district by district.

Dr. Fauci warned against being ""cavalier in thinking that children are completely immune to the deleterious effects of Covid-19.
 https://nyti.ms/2yTgYvx  pic.twitter.com/pLKpNAovtJ",1,0.000379105,0
"#Watch | ""We all have to follow lockdown as it is necessary to contain the spread of COVID-19"": Delhi Chief Minister Arvind Kejriwal. 

#CoronavirusOutbrreak #CoronavirusPandemic pic.twitter.com/DUBmfAWOlm",1,0.000379127,0
" The co-founder of the Union, Progress and Democracy (UPyD) party, Rosa D¡e allegedly tweeted that she says ""it is time for the Army to take over ..."" to handle the emergency.		",0,0.000379696,0
" US Defense Secretary Mark Esper let slip that 5G could be destructive and it has something to do with pandemic.		",0,0.000379831,0
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.		",0,0.000380001,0
" The Spanish Government will declare imminently the state of emergency and no one will be able to leave the house and supermarkets will close.		",0,0.000380094,0
" PM Modi has announced the extension of the All-India Lockdown until 5/4/20.		",0,0.000380606,0
" PM Modi has announced the extension of the All-India Lockdown until 5/4/20.		",0,0.000380606,0
" The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""		",0,0.000380708,0
" It is forbidden to be more than one in a car in France during the lockdown.		",0,0.000380805,0
"During this COVID-19 #lockdown, outdoor #fitness trails are making a comeback. https://trib.al/L4mCStS ",1,0.000381165,0
" What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus' pH level.		",0,0.000381319,0
" This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy.		",0,0.000381499,0
" There is a case of coronavirus in Caserta.		",0,0.000381516,0
" There is a case of coronavirus in Andorra.		",0,0.000381516,0
"""Let us also ensure we follow practices like social distancing which will protect our own lives as well as the lives of others"": PM Modi's message on #WorldHealthDay
#WorldHealthDay2020 #coronavirusindia #Covid_19 pic.twitter.com/uIFwYhFbls",1,0.00038153,0
" You can kill the coronavirus by drinking hot drinks.		",0,0.000381552,0
" ""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""		",0,0.00038167,0
" There is a connection between 5G and Covid-19.		",0,0.000381675,0
" Trump Is Promising To Send Americans Checks - Only After Checking People's Social Media History.		",0,0.000381723,0
" ""We've got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.""		",0,0.000381749,0
"One last party, one last dance, then goodbye: College students decamp in the age of covid-19  https://wapo.st/2TSIQHH ",1,0.000381801,0
This nurse cared for the lives of black mothers and their babies. Covid-19 took hers.  https://wapo.st/2ZiXpYe ,1,0.000382075,0
" Trump says that subjecting the body to ultraviolet light exposure and injecting disinfectant can be an effective treatment against the coronavirus.		",0,0.000382352,0
" Several social media and streaming services are continuously trying to remove a video with an interview with American virologist Judy Mikovits. It happens on the grounds that the video spreads false claims about the coronavirus. Now the video also appear with Danish subtitles.		",0,0.00038247,0
"#Blog | What it's like in India to deliver a baby if you're #COVID+ve - by Ambika Singh
 https://www.ndtv.com/blog/what-it-s-like-in-india-to-deliver-a-baby-if-you-re-covid-positive-2235753  pic.twitter.com/e5dedIvqtt",1,0.000383028,0
" The US $1,200 coronavirus relief checks this year are ""just an advance on your next tax return. ... Next year, you're automatically going to owe $1,200 come tax season.""		",0,0.000383248,0
" This is a person with coronavirus in Calella, Barcelona (2/13/20).		",0,0.000383418,0
"""I need to leave right now"": American students rush out of Europe amid covid-19 pandemic  https://wapo.st/39QR0Gf ",1,0.000383474,0
" A post claims that there are no cases of the new coronavirus in Russia.		",0,0.000383534,0
"She dreamed of leading the Navajo Nation ""with respect and dignity."" Then she caught covid-19.  https://wapo.st/2Le97eH ",1,0.000383638,0
"For these migrants, Partition plays out on their never-ending journey back home  https://trib.al/HQ9HJGs  #lockdown #covid-19",1,0.000383884,0
" A post says that if you hold your breath you can tell if you are infected with COVID-19 or not.		",0,0.000384174,0
" Is it useful to close borders to stop the outbreak?		",0,0.000384256,0
Live video: The latest on the covid-19 outbreak  https://www.youtube.com/watch?v=Z6FnbF7EDWo&feature=youtu.be ,1,0.000384706,0
" Because there was no school for weeks due to COVID-19, French summer holidays will be shorter this year.		",0,0.000384802,0
"This week, our cover story is about the moving testimonies of how Covid survivors beat fear, stigma and the disease itself. Read this story free from all your devices, click  https://bit.ly/359oU7G  to download the latest issue of India Today Magazine.
#IndiaTodayMagazine #Promo pic.twitter.com/oRE486hQuq",1,0.000384809,0
" Trump claims ""it is the decision of the President,"" not governors, to ""open up the states.""		",0,0.000385664,0
Opinion: Contact tracing is the key weapon against covid-19  https://wapo.st/2UMrgoU ,1,0.000385834,0
" Fox News Report on US President Trump testing positive for COVID-19.		",0,0.000385917,0
" PM Modi announced internet suspension due to viral fake news related to COVID-19.		",0,0.000386233,0
" India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.		",0,0.000386266,0
" India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.		",0,0.000386266,0
" ""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.		",0,0.000386342,0
" The CDC now says that the coronavirus can survive on surfaces for up to 17 days.		",0,0.000386392,0
"Art | We ask four #artists cooped inside their homes in the COVID-19 #lockdown, what do they see when they look outside their windows. https://trib.al/z3my4RS ",1,0.00038651,0
" The Obama administration ""didn't do anything about"" swine flu.		",0,0.000386764,0
" Video of dead bodies being piled up in Italy due to COVID-19.		",0,0.00038699,0
" There is no space in the hospitals in Italy because people are crowding outside.		",0,0.000387488,0
" This news bulletin from 2015 proves that COVID-19 was created in a laboratory of Wuhan.		",0,0.00038756,0
" As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.		",0,0.000387606,0
" There is no excess mortality in Germany according to the official data of the Office for Statistics.		",0,0.000387804,0
"""May this Easter give us added strength to successfully overcome COVID-19 and create a healthier planet,"" PM Modi extends greetings on #Easter. pic.twitter.com/vaSXHJ1i74",1,0.00038781,0
" All social media group admins are requested to close their groups for two days.		",0,0.000387836,0
" The Spanish Tax Agency is sending an email to employers, who must fill out the attached document and return it in less than seven days to avoid the suspension of their businesses.		",0,0.00038787,0
" The Spanish Tax Agency is sending an email to employers, who must fill out the attached document and return it in less than seven days to avoid the suspension of their businesses.		",0,0.00038787,0
" All Indians living in the USA on H1-B visa will be deported back to India in 60 days.		",0,0.00038788,0
" Fox News won Pulitzer for coronavirus coverage.		",0,0.000388317,0
" Walmart is closing hundreds of its stores.		",0,0.000388344,0
" Another rumor claims the military is coming to Paris because of the coronavirus.		",0,0.000388359,0
" Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.		",0,0.000388617,0
" Muslim men are being beaten during the lockdown in India.		",0,0.000388662,0
" You should leave your shoes outside, as they carry the virus.		",0,0.000388667,0
" Muslim women went out to shop despite the lockdown in India.		",0,0.000388711,0
" Says Nancy Pelosi's ""daughter is on the board of the Kennedy Center so that's why it was so important to send them all that money.""		",0,0.00038883,0
"Why is business confidence so low post-COVID reforms? Will we see the Indian economy contracting as much as 5%? Hear out NITI Aayog CEO @amitabhk87's response to @sardesairajdeep.
Full video of the exclusive interview -  https://bit.ly/3ce7QPH  pic.twitter.com/SzxLGIDDRm",1,0.000388976,0
What to know about being pregnant during the covid-19 pandemic  https://wapo.st/2S47qEv ,1,0.000389002,0
" Video showing how Italy started a conference reciting the Holy Quran.		",0,0.000389323,0
" There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.		",0,0.000389508,0
"Mark Zuckerberg writes for The Post: ""How data can aid the fight against covid-19""  https://wapo.st/3apKR36 ",1,0.000389624,0
" Says that under order from Gov. Tony Evers, he and his eight children can't legally have dinner together anymore.		",0,0.00038968,0
" Putting a mask below a pot of boiling water for 15s is a fast way to disinfect it.		",0,0.000389981,0
" Claims that coronavirus is fake and Belarus is coping very well with this ""pandemic of hysteria"".		",0,0.000390019,0
" Claims that coronavirus is fake and Belarus is coping very well with this ""pandemic of hysteria"".		",0,0.000390019,0
" Claims that coronavirus is fake and Belarus is coping very well with this ""pandemic of hysteria"".		",0,0.000390019,0
" Video showing coronavirus patient telling her ordeal shared with the claim that she is from India.		",0,0.000390238,0
" Joe Biden tested positive for coronavirus.		",0,0.000390276,0
"Italy starts to look ahead to 'phase two' as #COVID-19 death count slows

 https://www.ndtv.com/world-news/italy-starts-to-look-ahead-to-phase-two-as-covid-19-death-count-slows-2206637  pic.twitter.com/ae1KobLVHQ",1,0.000390307,0
 There is science behind Indian Prime minister Modi's 5 p.m. clapping initiative,0,0.000390312,0
" The Spanish political party Vox assures that the government is hiding the images of hundreds of coffins in a parking lot.		",0,0.00039038,0
" ""She's just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.""		",0,0.000390496,0
" ""She's just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.""		",0,0.000390496,0
" ""She's just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.""		",0,0.000390496,0
Can you catch coronavirus twice? What we know about Covid-19 so far  https://www.theguardian.com/world/2020/may/27/can-you-catch-coronavirus-twice-what-we-know-about-covid-19-so-far?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1590588853 ,1,0.000390855,0
" Video of kids from Italy yelling at stars assuming them to be their dead mother.		",0,0.000391093,0
"Centre to announce bailout package to soften #COVID-19 blow: Sources
 https://www.ndtv.com/india-news/centre-to-announce-bailout-package-to-soften-covid-19-blow-sources-2199203  pic.twitter.com/hdmcilR8Ad",1,0.000391143,0
" This video shows an FBI raid into a synagogue to requisition medical devices.		",0,0.000391375,0
" This video of the Eiffel Tower shows a tribute to victims of Covid-19.		",0,0.000391392,0
" This video of the Eiffel Tower shows a tribute to victims of Covid-19.		",0,0.000391392,0
" A woman feeding her kid in a train is a migrant in a deplorable state caused due to the lockdown.		",0,0.00039148,0
" You should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy.		",0,0.000391482,0
PM asks Chief Ministers to make full use of #COVID testing capacity  https://www.ndtv.com/india-news/prime-minister-narendra-modi-asks-chief-ministers-to-make-full-use-of-covid-testing-capacity-2247949  pic.twitter.com/A3VUDWABfZ,1,0.000391742,0
" There is a COVID-19 case in east Indian state.		",0,0.000391809,0
"Almost one-third of black Americans know someone who died of covid-19, survey shows  https://wapo.st/2ZbfJ3V ",1,0.000391921,0
" The Italian government is prohibiting Christian masses while it allows prayers in Islamic Mosques.		",0,0.000391956,0
" The internet can crash because of a lockdown.		",0,0.00039213,0
" Inhaling hot water steam can kill coronavirus.		",0,0.000392476,0
" Inhaling hot water steam can kill coronavirus.		",0,0.000392476,0
"Highest daily death total pushes Louisiana past 1,000 total covid-19 fatalities  https://wapo.st/3ejZdVX ",1,0.00039249,0
"Perspective: Covid testing is about saving lives.

Trump thinks it's just about numbers.  https://wapo.st/2WtCDTX ",1,0.000392698,0
" Post says ""being exposed to the sun for two hours"" kills the 2019 coronavirus.		",0,0.000392853,0
" The viral post claims that Aaj Tak news channel shows lockdown is withdrawn at few places while India Today news channel shows it is extended till May 4.		",0,0.000392854,0
" ""Clearly, the Obama administration did not leave any kind of game plan for something like this.""		",0,0.00039289,0
" Indian News wire agency IANS claims that Pakistani PM Imran Khan read an overturned graph and claimed that Pakistan was flattening its curve.		",0,0.000393238,0
" This video shows fishes overflowing out of the water in Goa, India because the fishery business has been halted due to the lockdown.		",0,0.000393549,0
" Quotes Joe Biden as saying ""people who have never died before are now dying from coronavirus.""		",0,0.000393595,0
" Dozens of dead bodies are stacked at Lenox Hill Hospital in NYC, and the media don't want to show this tragic image of the pandemic.		",0,0.000393685,0
" All communications between citizens will now be recorded by the government in France.		",0,0.000393767,0
" The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm.		",0,0.000393842,0
" Live stream about the infected foreigners coming to Ukraine from Italy, which went viral.		",0,0.000394018,0
" This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.		",0,0.000394429,0
" Video showing a Muslim man throwing notes to spread coronavirus		",0,0.000394692,0
"The veteran nurse could have taken easier jobs. She chose to work in a correctional facility that became a covid-19 hot spot.

Read more about Daisy Doronila here:  https://wapo.st/37FWOSt  pic.twitter.com/e7qcT9VqvV",1,0.000394729,0
" Medical book states that coronavirus is just a common cold.		",0,0.00039508,0
Trump administration says it will help cover the cost of treating uninsured covid-19 patients  https://wapo.st/2Y9dWh5 ,1,0.000395353,0
"Global #Covid_19 death count rises to 1,20,000: report  https://www.ndtv.com/world-news/coronavirus-updates-global-covid-19-death-count-rises-to-1-20-000-report-2211654  pic.twitter.com/LNqq6h5ACT",1,0.000395402,0
" This video shows goats affected by the coronavirus.		",0,0.000395432,0
" There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.		",0,0.000395463,0
" The Spanish president's wife and daughter went to Cuenca to quarantine.		",0,0.000395531,0
"The 78-year-old Covid-19 patient from upscale Defence Colony has succumbed to the disease.
#CoronavirusOutbreak (@jeelanikash) https://www.indiatoday.in/mail-today/story/def-col-man-dies-family-says-didn-t-blame-the-guard-1668253-2020-04-18 ",1,0.000395931,0
" A video is doing the rounds on social media which claims that policemen are now being tested positive for the COVID-19.		",0,0.000395984,0
" There is an old undocumented man that  ""does not remember anything"" hospitalized in the ""La Paz Hospital"".		",0,0.000396595,0
" ""COVID-19 is a gas. This is what happened tonight in the streets of Rome, thousands of birds lying everywhere.""		",0,0.000396649,0
" This map shows when different parts of France will get out of confinement.		",0,0.00039671,0
"Opinion: For this octogenarian, the lockdown feels like a case of polio-covid double jeopardy  https://wapo.st/2AKEjju ",1,0.000396775,0
"War veteran, 100, who raised millions for #Covid_19 fight is knighted  https://www.ndtv.com/world-news/world-war-ii-veteran-tom-moore-100-who-raised-millions-for-covid-19-fight-is-knighted-2232063  pic.twitter.com/5bdnh0hyys",1,0.000396886,0
" A video that shows dead bodies being taken away in a convoy of cars is from a hospital in Iran.		",0,0.000397404,0
" The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.		",0,0.000397549,0
" This video shows African people being beaten up and hunted in the streets of Guangzhou, South China.		",0,0.000397667,0
" Countries throwing dead bodies of people died of COVID-19 into the sea. Image showing dead bodies washed ashore.		",0,0.000397895,0
" The military is coming to Paris because of the coronavirus.		",0,0.000397929,0
" A Muslim police officer is beating up a temple priest for breaking lockdown orders in India.		",0,0.000398007,0
" The headline of the article claims that Macedonia has three times more active coronavirus patients than China.		",0,0.000398269,0
"#AFWAFactCheck
A photo of a woman is going viral on social media with the claim that this is Dr Megha Vyas from Pune who died of Covid-19. Here is the truth behind this viral claim  pic.twitter.com/SSgA21HaQz",1,0.000398288,0
" Image of Mohammad Ali Jinnah(founder of Pakistan) in jail.		",0,0.000398295,0
" Says businesses will give you free baby formula during the coronavirus outbreak.		",0,0.00039842,0
" This video shows corpses on the streets of Wuhan.		",0,0.000398614,0
"D.C., Maryland and Virginia pass 2,000 covid-19 deaths; disclose most infections in one day  https://wapo.st/3aOsmWs ",1,0.000398693,0
" A message stating that temperature checks can be dangerous for the eyes.		",0,0.000398761,0
"Passengers to undergo #COVID__19 test, quarantine upon entering J&K  https://www.ndtv.com/india-news/coronavirus-india-passengers-to-undergo-covid-19-test-quarantine-upon-entering-jammu-and-kashmir-2234077  pic.twitter.com/PPKwgOswlI",1,0.000398762,0
" Claim that says the only effective cure for novel coronavirus is simple herbal tea.		",0,0.000398825,0
" CDC admitted to lying about COVID-19 death stats.		",0,0.000398829,0
" Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.		",0,0.000398906,0
"How will the UK move to the next phase of Covid-19 response, after the lockdown? asks @BBCLauraK

""Monitoring what's happening and making sure that we move at the right time is absolutely critical,"" replies Matt Hancock

 http://bbc.in/2Kp9l27  pic.twitter.com/RP4mANxrTh",1,0.000399115,0
"#JantaCurfew | Yes, we shall overcome Covid-19! #Thane #Mumbai
#5baje5minute pic.twitter.com/YR6829lAaY",1,0.000399443,0
" The article claims that one of the symptoms of some of the patients with coronavirus is skin manifestations, i.e. lesions on the feet, which look like measles.		",0,0.000399516,0
" Since there is COVID-19 nobody in Germany dies of heart attacks or cancer anymore.		",0,0.000399704,0
"""Self-Reliance Biggest Lesson From COVID-19 Crisis,"" Says PM Modi  https://www.ndtv.com/india-news/coronavirus-pm-narendra-modi-says-self-reliance-biggest-lesson-from-covid-19-crisis-2217426  #NDTVNewsBeeps pic.twitter.com/XhPPaIFmfP",1,0.000399997,0
" Trump says that as president he has ""total"" authority to re-open states amid the COVID-19 pandemic.		",0,0.000400008,0
" This is a map of India redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries. He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries.		",0,0.000400104,0
" The Spanish Police acts to sanction citizens on the street for carrying a Spanish flag or for protesting against the Government with a saucepan.		",0,0.000400141,0
Centre To Announce Bailout Package To Soften COVID-19 Blow: Sources  https://www.ndtv.com/india-news/centre-to-announce-bailout-package-to-soften-covid-19-blow-sources-2199203  #NDTVNewsBeeps pic.twitter.com/zG5SxP9AVI,1,0.000400158,0
" ""This is what Bill Gates and George Soros want to do... secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.""		",0,0.000400219,0
" The claim that there is a cure from the new coronavirus. The name of the drug is decametoxine.		",0,0.00040025,0
"Everything you love about your neighborhood bar  the ambience, the crowds, the music, the free-flowing alcohol  makes it the ideal place to catch Covid-19.  https://nyti.ms/3dyyMdE ",1,0.000400335,0
"Watch how non-#COVID patients are facing neglect during the #pandemic. 
#ReporterDiary by @Milan_reports.
Watch full video:  https://bit.ly/30L9FBF  pic.twitter.com/7Dtwx7YgYX",1,0.000400536,0
" Harvard professor arrested for having ties with creating the coronavirus and leaking it.		",0,0.000400602,0
" Oxford university praised Indian Prime minister Narendra Modi on the way he handled COVID-19 pandemic.		",0,0.000400603,0
" There is 5G equipment labeled ""COV-19"".		",0,0.000400666,0
" Garlic water can cure novel coronavirus.		",0,0.000400688,0
" This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.		",0,0.000400947,0
"Watch | ""Our #coronavirus testing strategy has been focused, targeted and has been evolving"": CK Mishra, COVID empowered group  pic.twitter.com/Qfx8lxgjXs",1,0.00040098,0
" Video of dead bodies being thrown into a mass grave in Italy.		",0,0.000401139,0
" Video of dead bodies being thrown into a mass grave in Italy.		",0,0.000401139,0
" ""Hydroxychloroquine cures this 'virus.' It just so happens this is the treatment used for radiation sickness!!""		",0,0.000401142,0
" Claim that coronavirus is a false pandemic.		",0,0.000401213,0
" A post says that most EU countries do not pay for electricity during the pandemic.		",0,0.000401396,0
"Take a look at the top 12 countries with the highest numbers of #Coronavirus cases.
#DIU #COVID #COVID19 #RE pic.twitter.com/LR6BWkIfKK",1,0.000401708,0
"Just in | We have taken the decision to affect a lockdown because of the magnitude of the danger that COVID-19 poses to each one of us, our families, our children: #Delhi Chief Minister #ArvindKejriwal. Reports @JatinPaul #CoronavirusOutbreak",1,0.000401806,0
" Coronavirus can be spread to animals.		",0,0.00040199,0
"Q: What about people with autoimmune conditions; is the risk of severe #COVID_19 greater than, less than, or equal to healthy people I imagine those taking immunosuppressants will be at greater risk, but what about those (like me) NOT  #BBCYourQuestions
- @BonnyTurner1212

A: pic.twitter.com/ezv1zVxtsh",1,0.000402102,0
" Should you take Ibuprofen to treat a fever from the coronavirus?		",0,0.000402177,0
" A PDF document, allegedly from the Spanish Civil Guard, details ""opening activities"" during the state of emergency for the coronavirus and under what conditions their mobility to carry them out is justified.		",0,0.00040221,0
" Says video shows ""the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.""		",0,0.000402425,0
" The contact ban is only for Germans, muslims can still gather and don't have to pay fines in Germany.		",0,0.000402439,0
" An article stating that Italian authorities knew about a promising drug that could cure Covid-19, but they ignored it.		",0,0.000402556,0
"Watch these extremely happy visuals of an 82-year-old woman returning home after recovering from COVID-19. #IndiaFightsCorona #ITVideo
(@sahiljoshii) pic.twitter.com/SY4MfKYHDd",1,0.000402636,0
"Watch these extremely happy visuals of an 82-year-old woman returning home after recovering from COVID-19. #IndiaFightsCorona #ITVideo
(@sahiljoshii) pic.twitter.com/kDmYr4aR6K",1,0.000402636,0
" A video of a deer in the sea recorded during the state of alarm decree in Spain.		",0,0.000402671,0
" A post says that a bottle of alcohol gel left in a car caused a fire that damaged one of its doors.		",0,0.000402819,0
" Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.		",0,0.000402874,0
" CEO Resignations Are Linked To Global Conspiracy.		",0,0.000403052,0
" ""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""		",0,0.000403128,0
"This Italian hilltown is covid-free. But as it reopens to visitors, will it lose that status?  https://wapo.st/386WdJS ",1,0.000403265,0
"This Italian hilltown is covid-free. But as it reopens to visitors, will it lose that status?  https://wapo.st/2ZeORQB ",1,0.000403265,0
" Says Nancy Pelosi tried ""once again"" to include abortion funding in the latest coronavirus bill.		",0,0.000403391,0
" Cop is extorting money from migrant labourers who want to return home due to the lockdown.		",0,0.000403432,0
" Cop is extorting money from migrant labourers who want to return home due to the lockdown.		",0,0.000403432,0
Explainer: what do we now know about Covid-19  and can you get it twice?  https://www.theguardian.com/world/2020/may/24/explainer-what-do-we-now-know-about-covid-19-and-can-you-get-it-twice?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1590321058 ,1,0.000403493,0
" Post says Harvard scientists say the coronavirus is ""spreading so fast that it will infect 70% of humanity this year.""		",0,0.000403551,0
" This map of France shows how and when home confinement will end (by date and regions).		",0,0.000403644,0
" Video claims that ""The health system is collapsing"" in North Macedonia.		",0,0.000403672,0
" Social media users have shared a photo that claims to show a ""Center for Global Human Population Reduction"" affiliated with the Bill & Melinda Gates Foundation.		",0,0.000403745,0
"Feature: ""Imagine we have a Model State. And imagine it's hit by COVID-19""  https://trib.al/LJpJ2zn ",1,0.000403782,0
" It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.		",0,0.000403782,0
" Claim that ""there is no"" COVID-19 virus.		",0,0.000404003,0
