text,true_label,pred_prob,pred_label,pred_cat
 Tencent revealed the real number of deaths.		,0,0.0004167809,0.0,假新闻
 CDC issued facial hair recommendation for novel coronavirus prevention.		,0,0.00044466133,0.0,假新闻
" A post says ""hair weave and lace fronts manufactured in China may contain the coronavirus.""		",0,0.0004409705,0.0,假新闻
 The CDC recommends men shave their beards to protect against coronavirus.		,0,0.0004404073,0.0,假新闻
 French far right leader Marine Le Pen says the EU didn't act against the outbreak		,0,0.0004329844,0.0,假新闻
 The WHO says the coronavirus might be spread by food.		,0,0.00044266344,0.0,假新闻
 A video accompanying a claim shows bodies being removed from a hospital in Iran during the novel coronavirus pandemic.		,0,0.00043374984,0.0,假新闻
 A monkey is been infected with the coronavirus in this photo.		,0,0.00044917403,0.0,假新闻
 There is a new case of COVID-19 in Saced¢n (Spain).		,0,0.00040631404,0.0,假新闻
 An article in El Pais says there is a case of coronavirus at the School of Architecture of Madrid.		,0,0.0004291694,0.0,假新闻
 Sevilla's university has suspended classes because of coronavirus on 2/27/20.		,0,0.0004247961,0.0,假新闻
 Beef meat is the best vaccine against COVID-19.		,0,0.00042895827,0.0,假新闻
 It is best to shave your beard to avoid being infected by the coronavirus.		,0,0.0004124851,0.0,假新闻
 Tips against coronavirus like holding your breath and drinking water.		,0,0.00042181683,0.0,假新闻
 Authorities should implement temperature tests to travelers from China.		,0,0.00043663304,0.0,假新闻
 Video of a person infected with coronavirus being detained by the police.		,0,0.00042406833,0.0,假新闻
 The coronavirus is more dangerous for animals than for humans.		,0,0.0004293012,0.0,假新闻
 A video shows people storming an Aldi supermarket to buy groceries because of coronavirus fear.		,0,0.00044881777,0.0,假新闻
 Pangolin is the original cause of COVID-19.		,0,0.00043596397,0.0,假新闻
 Post says no one has died from the coronavirus in the United States.		,0,0.00040592632,0.0,假新闻
" The coronavirus is ""simply the common cold.""		",0,0.0004223611,0.0,假新闻
 Plant-based cure for coronavirus discovered in Iran.		,0,0.00041369136,0.0,假新闻
 Journalist claims a coronavirus patient was murdered.		,0,0.00040822575,0.0,假新闻
" Post says ""sanitizer will do nothing for the coronavirus.""		",0,0.00040708823,0.0,假新闻
" Post says two patients at Valley Regional Medical Center in Brownsville, Texas, ""are being looked at"" for possible coronavirus infections.		",0,0.00042047777,0.0,假新闻
 This video shows dead coronavirus victims amassed in the Bergamo (or Brescia) hospital.		,0,0.00040400418,0.0,假新闻
" Video claims that ""The health system is collapsing"" in North Macedonia.		",0,0.00040367182,0.0,假新闻
" The coronavirus is a bioweapon by the USA, says German politician Wolfgang Gedeon in a Parliament speech.		",0,0.000448019,0.0,假新闻
 Cow dung and cow urine can cure coronavirus.		,0,0.00044375946,0.0,假新闻
" ""With regard to the cost, let me be very clear",0,0.00041522572,0.0,假新闻
 The common cold is the only type of coronavirus.		,0,0.00037747232,0.0,假新闻
" ""The Obama administration made a decision on testing that turned out to be very detrimental to what we're doing"" on the coronavirus.		",0,0.0004155985,0.0,假新闻
" The Obama administration ""didn't do anything about"" swine flu.		",0,0.0003867637,0.0,假新闻
 Trump's effort to blame Obama for sluggish coronavirus testing.		,0,0.0004293929,0.0,假新闻
 Medical book states that coronavirus is just a common cold.		,0,0.00039508005,0.0,假新闻
 Does France underestimate the outbreak?		,0,0.000426549,0.0,假新闻
 There is a connection between 5G and Covid-19.		,0,0.0003816746,0.0,假新闻
" A post says that there is a movie that predicted the pandemic and it's called ""Coronavirus"".		",0,0.00037547862,0.0,假新闻
 Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.		,0,0.00041526373,0.0,假新闻
 A patent that is being shared to claim COVID-19 is old.		,0,0.0004170938,0.0,假新闻
 Vitamin C is a miracle cure for the novel coronavirus.		,0,0.00042331353,0.0,假新闻
 Homeopathic product Oscillococcinum protects against COVID-19.		,0,0.00044031575,0.0,假新闻
 38 % of Americans won't buy Corona beer due to the coronavirus.		,0,0.00041523445,0.0,假新闻
 Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.		,0,0.00042107413,0.0,假新闻
" It is a designed virus ordered to laboratories by Christine Lagarde when she was in the IMF. She said that ""old people live too long and this is a risk for the global economy. We must do something, urgently.""		",0,0.00042880487,0.0,假新闻
" ""Anybody that wants a test (for the coronavirus) can get a test.""		",0,0.00041140392,0.0,假新闻
 5G is accelerating the spread of the new coronavirus.		,0,0.0004308553,0.0,假新闻
" Danish politician says Greta Thunberg gets special treatment in the European Parliament as she, despite the current outbreak, is allowed to speak.		",0,0.0004207638,0.0,假新闻
 Hundreds of Italian families are running away from the virus to Africa.		,0,0.00041796907,0.0,假新闻
 This laboratory is giving money to people who would agree to be infected with the novel coronavirus.		,0,0.0004245017,0.0,假新闻
 The headline of a newspaper with a phrase from the Bolivian chancellor about the coronavirus.		,0,0.00041783156,0.0,假新闻
 A kit for coronavirus self-diagnosis is available.		,0,0.00042958214,0.0,假新闻
 The bill for a coronavirus test in the US is 3.000$.		,0,0.00042827934,0.0,假新闻
 Viral claims propagating UNICEF message about coronavirus.		,0,0.00042906258,0.0,假新闻
" Spanish actress Cristina Pedroche has promised to show a breast if the number of coronavirus infections reaches 1,000 in Spain.		",0,0.0004313511,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.000417442,0.0,假新闻
" Post says ""President Trump has come into contact with a potential coronavirus sufferer!""		",0,0.00043291546,0.0,假新闻
" Says 80% of novel coronavirus cases are ""mild.""		",0,0.0004477259,0.0,假新闻
 A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.		,0,0.00044992944,0.0,假新闻
" Post says ""being exposed to the sun for two hours"" kills the 2019 coronavirus.		",0,0.0003928532,0.0,假新闻
 Holding your breath is an effective way to self-diagnose for COVID-19.		,0,0.00044811983,0.0,假新闻
 Coronavirus is actually chemtrail lungs.		,0,0.0004224376,0.0,假新闻
" Americans have to pay $3,000 or $4,000 for a day of containment.		",0,0.00041197913,0.0,假新闻
 Drinking hot tea can prevent coronavirus infection.		,0,0.00042175612,0.0,假新闻
 Senegalese president and government appears with masks during a press conference.		,0,0.00044814628,0.0,假新闻
 Senegalese president and government appears with masks during a press conference.		,0,0.00044814628,0.0,假新闻
 You can kill the coronavirus by drinking hot drinks.		,0,0.00038155232,0.0,假新闻
" While everybody is busy with coronavirus, authorities in Grlitz, Germany, secretly brought asylum seekers into the city.		",0,0.00044025783,0.0,假新闻
 Tips against coronavirus like holding your breath and drinking water.		,0,0.00042181683,0.0,假新闻
 Tips against coronavirus include holding your breath and drinking water.		,0,0.0004125429,0.0,假新闻
" The Italian department of civil protection has communicated that from 3/16/20, the bio-containment BSL-4 can be introduced.		",0,0.00043367123,0.0,假新闻
 The Italian Ministry of Interior ruled with a public statement that police will check all people as they exit from their houses.		,0,0.00044907123,0.0,假新闻
 Vitamin C and warm water with lemon are effective ways of preventing COVID-19.		,0,0.00044017803,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.000417442,0.0,假新闻
 Regional government of Castilla-La Mancha announced in Twitter the closing of schools until April 1.		,0,0.0004374996,0.0,假新闻
 Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.		,0,0.00042107413,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.000417442,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,0.000417442,0.0,假新闻
 Holding your breath for 10 seconds can determine if you have COVID-19 and you should drink water every 15 minutes.		,0,0.0004301504,0.0,假新闻
" Post says Harvard scientists say the coronavirus is ""spreading so fast that it will infect 70% of humanity this year.""		",0,0.00040355136,0.0,假新闻
 Tweet says Daniel Radcliffe has the coronavirus.		,0,0.0004314207,0.0,假新闻
 You can monitor yourself for COVID-19 with a breath test.		,0,0.00040687397,0.0,假新闻
 Holding your breath for 10 seconds can determine if you have COVID-19; drink water every 15 minutes.		,0,0.0004498728,0.0,假新闻
 Marijuana is a cure for the coronavirus.		,0,0.00041162135,0.0,假新闻
 Why it's dangerous to make your own hand sanitizer at home.		,0,0.00042540336,0.0,假新闻
" If your nose is running you don't have COVID-19. The virus dies at 27 degrees celsius, thererfore you should drink hot water or tea. The most common way to get infected is to touch surfaces. Every normal mask can filter the virus because it is very big.		",0,0.00040667338,0.0,假新闻
 China is supplying the Quran to people to read after the coronavirus outbreak.		,0,0.00042129742,0.0,假新闻
 Madrid is going to close its borders due to the coronavirus.		,0,0.00044493578,0.0,假新闻
 Drinking water in which garlic was boiled will cure you from COVID-19.		,0,0.00044663125,0.0,假新闻
 If you can hold your breath for 10 seconds then you don't have fibrosis and therefore no infection. Picture of text in English describing the method.		,0,0.00043399146,0.0,假新闻
 Turmeric and lemon can cure the coronavirus.		,0,0.0004199488,0.0,假新闻
 Drinking water every 15 minutes will protect you from getting coronavirus.		,0,0.00040794743,0.0,假新闻
 You can check for coronavirus by holding your breath for 10 seconds.		,0,0.00041169242,0.0,假新闻
 COVID-19 is cured with hot water and baking soda.		,0,0.00043519007,0.0,假新闻
 Iranians have published a report saying that coronavirus is a biological warfare.		,0,0.00044008988,0.0,假新闻
 Tuit reports that Brazilian president Jair Bolsonaro has tested positive for the coronavirus.		,0,0.0004154356,0.0,假新闻
" Live stream about the infected foreigners coming to Ukraine from Italy, which went viral.		",0,0.0003940182,0.0,假新闻
" If you donate blood, ""they HAVE to test you"" for coronavirus.		",0,0.00044380728,0.0,假新闻
" Says Nancy Pelosi was ""caught trying to include abortion funding in bill to combat coronavirus.""		",0,0.00041962293,0.0,假新闻
" ""The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.""		",0,0.0004173107,0.0,假新闻
 Image showing Italian doctors exhausted and sleeping.		,0,0.00042014348,0.0,假新闻
" A secret invasion of 40,000 American troops immune to COVID-19 is ongoing in Europe.		",0,0.00041408802,0.0,假新闻
" COVID-19 is human-made, and an American biological weapon		",0,0.00042869977,0.0,假新闻
 Croatian president tells people to buy in bulk for at least 2 weeks.		,0,0.00044947228,0.0,假新闻
 People are panicked about a COVID-19 case at the Dakar Airport.		,0,0.00042474666,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,0.00040958822,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,0.00040958822,0.0,假新闻
 Picture shows the Mecca totally empty.		,0,0.0004163181,0.0,假新闻
 Saddam Hussein explains what coronavirus is about.		,0,0.0004107837,0.0,假新闻
 We can neutralise the new coronavirus SARS-CoV-2 by exposing ourselves to the sun and drinking hot beverages. The use of a mask is not effective and the virus itself is a threat to our life only if we are part of a high risk group.		,0,0.00040936217,0.0,假新闻
 Aajtak news channel claims that consuming the herbal plant Tulsi will cure coronavirus.		,0,0.00042506235,0.0,假新闻
 India announced holidays for four states.		,0,0.00040690266,0.0,假新闻
 Israel and USA have come up with a vaccine.		,0,0.00041532435,0.0,假新闻
 The health service in Ireland is asking people to stockpile food.		,0,0.00044301228,0.0,假新闻
 A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19.		,0,0.00044540875,0.0,假新闻
 A post says that if you hold your breath you can tell if you are infected with COVID-19 or not.		,0,0.0003841743,0.0,假新闻
" A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to ""protect against coronavirus.""		",0,0.00042531174,0.0,假新闻
" ""It's actually the safest time to fly.""		",0,0.00044776654,0.0,假新闻
 37.000 US soldiers are entering the EU while everybody is busy with the coronavirus; the soldiers are immune.		,0,0.00036191448,0.0,假新闻
 The University hospital in Vienna found out that Ibuprofen speeds up the spreading of the coronavirus.		,0,0.00042216294,0.0,假新闻
 Drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. Spread the information as you can save someone.		,0,0.00041681432,0.0,假新闻
 Ireland is going into a full lockdown.		,0,0.0004324319,0.0,假新闻
 An American soldier has been paid to spread COVID-19 in Europe.		,0,0.00041262357,0.0,假新闻
" If you drink water with lemon, it prevents the new coronavirus.		",0,0.00043034324,0.0,假新闻
 Catalonia universities give all course credits to its students after classes being suspended.		,0,0.0004172832,0.0,假新闻
 Curfew issued for Bossier city due to coronavirus.		,0,0.00043912686,0.0,假新闻
 CEO Resignations Are Linked To Global Conspiracy.		,0,0.00040305214,0.0,假新闻
" A video shows an Italian doctor who says that nobody died from coronavirus in Italy, that it's not more dangerous than a flu.		",0,0.00042981084,0.0,假新闻
" Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.		",0,0.00040797822,0.0,假新闻
 Ibuprofen can be an aggravating factor; one should use Paracetamol instead.		,0,0.00043748374,0.0,假新闻
 The spread of the new coronavirus was planned by the Rockefellers years ago.		,0,0.00044686257,0.0,假新闻
 The claim that there is a cure from the new coronavirus. The name of the drug is decametoxine.		,0,0.0004002498,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,0.00044339692,0.0,假新闻
" ""COVID-19 started because we eat animals.""		",0,0.00042769525,0.0,假新闻
 Says businesses will give you free baby formula during the coronavirus outbreak.		,0,0.00039841954,0.0,假新闻
 An official decree taken by the government says the military will have to help in the hospitals.		,0,0.00044115554,0.0,假新闻
" There is a train wagon carrying the sign ""COVID-19"" which is used to carry and spread the disease.		",0,0.00037691407,0.0,假新闻
 One can get free masks from the government to fight coronavirus by filling this form in the web link.		,0,0.00041641656,0.0,假新闻
 Italy from the space during a flash mob in March 2020.		,0,0.00043285725,0.0,假新闻
 A headline about the closure of the airport in Skopje,0,0.00040724818,0.0,假新闻
" ""Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.""		",0,0.00043679087,0.0,假新闻
 Dallas student celebrating spring break collapses from coronavirus.		,0,0.00044289482,0.0,假新闻
 Coronavirus is the least deadly virus.		,0,0.00041679482,0.0,假新闻
 CDC warns people that morel mushroom increases coronavirus risk by 200%.		,0,0.00044778272,0.0,假新闻
" Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is ""a claim without any scientific basis.""		",0,0.00041185535,0.0,假新闻
" ""Sunlight actually can kill the [novel coronavirus].""		",0,0.0004246973,0.0,假新闻
 No evidence that 5G is being forcibly installed in schools.		,0,0.00041244025,0.0,假新闻
" The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""		",0,0.00038070758,0.0,假新闻
 The military is coming to Paris because of the coronavirus.		,0,0.0003979285,0.0,假新闻
 Another rumor claims the military is coming to Paris because of the coronavirus.		,0,0.00038835892,0.0,假新闻
 The Indian government is distributing free face masks.		,0,0.0004328746,0.0,假新闻
 Narendra Modi is giving free masks in India.		,0,0.00037685258,0.0,假新闻
" If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.		",0,0.00044551963,0.0,假新闻
 Drinking water every 15 minutes will protect people from coronavirus.		,0,0.00041765583,0.0,假新闻
 Medical University in Vienna has published a study about Ibuprofen and coronavirus.		,0,0.00042573866,0.0,假新闻
" Warm water with salt prevents the new coronavirus infection, killing it in the throat.		",0,0.00044119256,0.0,假新闻
 Here are the measures that Mercadona will implement due to the coronavirus crisis.		,0,0.00042570208,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get the COVID-19 than being gay"".		",0,0.000419759,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get the covid-19 than being gay"".		",0,0.000419759,0.0,假新闻
 It is advisable to leave outside the shoes used on the street to prevent coronavirus.		,0,0.00042792535,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get COVID-19 to being gay.""		",0,0.00042867972,0.0,假新闻
 A conpiracy theory about a news report from the correspondent in Finland for the Swedish public service TV.		,0,0.0004283606,0.0,假新闻
 Sweden has stopped fighting against the new coronavirus.		,0,0.00042940356,0.0,假新闻
 Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.		,0,0.00041941006,0.0,假新闻
" Spanish scientist (and former minister for agriculture) says that people should go to Ronaldo or Messi for the cure, as they are better paid.		",0,0.00043152677,0.0,假新闻
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.		",0,0.00038000135,0.0,假新闻
" Facebook post claiming that French animal shelters ""are overwhelmed by the abandonment of dogs and cats due to the coronavirus"".		",0,0.00043136388,0.0,假新闻
 A university clinic in Vienna conducted a research which linked COVID-19 with the drug ibuprofen. The majority of patients with severe symptoms had used this drug.		,0,0.00041427094,0.0,假新闻
 With self-checkup you can find out if you are infected with coronavirus.		,0,0.00042238843,0.0,假新闻
 Countries that are the most affected by the coronavirus are along the same latitude.		,0,0.00044090234,0.0,假新闻
 Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19.		,0,0.00044963817,0.0,假新闻
 This picture showing lots of coffins was taken in Bergamo in 2020.		,0,0.00041658423,0.0,假新闻
 There is a Russian medicine that could be use against Sars-Cov-2.		,0,0.0003725797,0.0,假新闻
 Drinking hot water every 15 min helps fighting COVID-19.		,0,0.00042211462,0.0,假新闻
" The exams to access university in Valencia region will be delayed to August 10, 11 and 12.		",0,0.00043825252,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,0.00042096613,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,0.00042096613,0.0,假新闻
 Trump Is Promising To Send Americans Checks - Only After Checking People's Social Media History.		,0,0.000381723,0.0,假新闻
" If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we've been making.		",0,0.00041629988,0.0,假新闻
 American fast-food chain Hardee's is advising truckers to walk up to drive-thrus during coronavirus pandemic.		,0,0.00040866982,0.0,假新闻
 Clean your throat with salt water or vinegar to cure coronavirus.		,0,0.0004268603,0.0,假新闻
 Spanish minister of agriculture called out football players for earning too much and showing lack of solidarity.		,0,0.00042894357,0.0,假新闻
" You should leave your shoes outside, as they carry the virus.		",0,0.00038866684,0.0,假新闻
 Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.		,0,0.00041282192,0.0,假新闻
 Claim that Sweden has refused to fight coronavirus.		,0,0.0004159153,0.0,假新闻
 Most of the passengers in an Ethiopian airlines flight from Italy are infected with coronavirus.		,0,0.00043831143,0.0,假新闻
 This video shows goats affected by the coronavirus.		,0,0.00039543211,0.0,假新闻
" Katy Perry, Madonna and Black Sabbath shared videos of Italy's flash mob with fake audio.		",0,0.0004472207,0.0,假新闻
 Photo shows row of coffins in Italy. Claims that this is how Bergamo in Italy deals with the dead from the virus.		,0,0.00043046798,0.0,假新闻
" Video showing police beating people in China, linked with the outbreak.		",0,0.00041877144,0.0,假新闻
" During the pandemic, Macedonian citizens will have no bread.		",0,0.00040859103,0.0,假新闻
" The parks of Adra, in Spain, are being fumigated with poison.		",0,0.0004494354,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,0.00044339692,0.0,假新闻
 Biden claims that Trump eliminated the White House pandemic office.		,0,0.00037887125,0.0,假新闻
 5G technology caused the coronavirus.		,0,0.00044565645,0.0,假新闻
 Walmart is closing hundreds of its stores.		,0,0.00038834373,0.0,假新闻
 Obama family flown to private island to escape coronavirus pandemic.		,0,0.000417325,0.0,假新闻
" Claim that ""there is no"" COVID-19 virus.		",0,0.00040400305,0.0,假新闻
" The federal government is ""preparing to mobilize the national guard,"" ""dispatch them across the US with military"" and ""announce a nationwide 1 week quarantine for all citizens.""		",0,0.00043404943,0.0,假新闻
" ""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.""		",0,0.00043332233,0.0,假新闻
 Favipiravir is a miracle cure for COVID-19.		,0,0.0004258718,0.0,假新闻
 Arbidol is a miracle cure for COVID-19.		,0,0.0004258718,0.0,假新闻
 It is forbidden to be more than one in a car in France during the lockdown.		,0,0.00038080456,0.0,假新闻
 India will go under lockdown from 4/15/20 to 6/15/20.		,0,0.0004375697,0.0,假新闻
 Gargling with warm salt water can cure from the coronavirus.		,0,0.0004405913,0.0,假新闻
" People shouting ""Allahu Akbar"" in Europe after the coronavirus outbreak.		",0,0.00044760387,0.0,假新闻
 Claim that the outbreak of COVID-19 is not real.		,0,0.00042495734,0.0,假新闻
 Claim that the outbreak of the virus was caused by 5G.		,0,0.00043600763,0.0,假新闻
 A post claims that there are no cases of the new coronavirus in Russia.		,0,0.00038353365,0.0,假新闻
" Speech from Spanish King Felipe VI about coronavirus was plagiarized from the book ""Palmeras en la Nieve"" or ""Las Palmeras.""		",0,0.0004229189,0.0,假新闻
 Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.		,0,0.00040490407,0.0,假新闻
" ""Wisconsin is the only state where all Republicans voted against protecting its citizens.""		",0,0.00040723576,0.0,假新闻
 Fox News won Pulitzer for coronavirus coverage.		,0,0.0003883174,0.0,假新闻
 It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.		,0,0.00040378195,0.0,假新闻
 A positive COVID-19 patient recently met Narendra Modi.		,0,0.00042341367,0.0,假新闻
 Cow urine is helpful to fight coronavirus.		,0,0.00044467364,0.0,假新闻
" ""Only India can resist coronavirus""?  Saudi Crown Prince Mohammad Bin Salman.		",0,0.00042989035,0.0,假新闻
" A WhatsApp video claims that the lady shown is the wife of Canada's PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.		",0,0.00043892342,0.0,假新闻
 Coronavirus can live only up to 12 hours on any surface.		,0,0.00041311968,0.0,假新闻
 This is a self-check test for coronavirus.		,0,0.00037050017,0.0,假新闻
 The King of Spain has plagiarized his COVID-19 speech from a book.		,0,0.00043986752,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.00043784812,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.00043784812,0.0,假新闻
 There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.		,0,0.00038950803,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,0.00043784812,0.0,假新闻
 Joe Biden tested positive for coronavirus.		,0,0.00039027623,0.0,假新闻
" Quotes Joe Biden as saying ""people who have never died before are now dying from coronavirus.""		",0,0.00039359534,0.0,假新闻
 Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.		,0,0.00042106325,0.0,假新闻
 A video from a British broadcaster shows Italian coronavirus victims got taken down.		,0,0.000406943,0.0,假新闻
 US military brought the virus to Wuhan on October 2019.		,0,0.00043346203,0.0,假新闻
" A photo showing nurses raising their middle fingers against the French government, with a caption against the French President.		",0,0.00043438777,0.0,假新闻
 A video shows coronavirus patients at an airport in China and gauges how serious the situation is.		,0,0.0004441875,0.0,假新闻
 Clapping together at 5 p.m. will create a vibration which will destroy coronavirus.		,0,0.00044115595,0.0,假新闻
 There is science behind Indian Prime minister Modi's 5 p.m. clapping initiative,0,0.00039031194,0.0,假新闻
 Russian government has unleashed lions on the streets to impose a public curfew.		,0,0.00044431968,0.0,假新闻
 The government of Spain is going to declare a state of emergency.		,0,0.00040429714,0.0,假新闻
 Aspirating boiling water vapor for five minutes deactivates the coronavirus.		,0,0.00043598516,0.0,假新闻
 One can destroy the new coronavirus by doing the following breathing exercises.		,0,0.0004318615,0.0,假新闻
" ""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""		",0,0.00038166987,0.0,假新闻
 Black people are immune to the coronavirus.		,0,0.00043142267,0.0,假新闻
" You should take high doses of Vitamin D against COVID-19; children don't get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system.		",0,0.00040418532,0.0,假新闻
 Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.		,0,0.00040748745,0.0,假新闻
 Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.		,0,0.0004391625,0.0,假新闻
 Video of the current situation in Italy due to coronavirus.		,0,0.0004179818,0.0,假新闻
" The Russian president, Putin, has left 800 lions outside to make people stay in their homes.		",0,0.00044101462,0.0,假新闻
 The video shows Muslims licking plates and spoons to spread the coronavirus.		,0,0.00041534496,0.0,假新闻
 You shouldn't take Ibuprofen because it appears this drug would enhance and accelerate the effects of COVID-19.		,0,0.00043289116,0.0,假新闻
 Photo showing crowd during an illegal?  due to quarantine?  Way of the Cross prayers in Wejherowo.		,0,0.00044194298,0.0,假新闻
" George Soros is one of the people responsible for the new coronavirus, born in a laboratory.		",0,0.00042928645,0.0,假新闻
 False offer of free Internet during 60 days due to the quarantine.		,0,0.00037804584,0.0,假新闻
 The Spanish Government will declare imminently the state of emergency and no one will be able to leave the house and supermarkets will close.		,0,0.00038009413,0.0,假新闻
 Vox is going to donate the money it receives for representation in institutions to public health.		,0,0.0004110882,0.0,假新闻
 This wagon bears the inscription COVID-19.		,0,0.0004068126,0.0,假新闻
 The CDC now says that the coronavirus can survive on surfaces for up to 17 days.		,0,0.0003863921,0.0,假新闻
" ""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.		",0,0.00038634235,0.0,假新闻
" ""This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.""		",0,0.00040806885,0.0,假新闻
