text,true_label,pred_prob,pred_label,pred_cat
 Taking chlorine dioxide helps fight coronavirus.		,0,5.1880643e-06,,不确定
 According to a study the novel coronavirus SARS-CoV-2 was the result of experiements done in a lab located near the market in Wuhan.		,0,6.5613476e-06,,不确定
 A Facebook status from 2012 talked about the spread of coronavirus in 2020.		,0,4.846128e-06,,不确定
 Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.		,0,5.086332e-06,,不确定
 The link between COVID-19 and 5G is being hidden.		,0,5.1363927e-06,,不确定
" Coronavirus case in Uttar Pradesh district, India.		",0,4.568553e-06,,不确定
 A Chinese SWAT Team takes down a coronavirus suspect		,0,7.232015e-06,,不确定
" Coronavirus in Sant'Egidio (Abruzzo, Italy).		",0,5.2583387e-06,,不确定
" Coronavirus in Parabiago e Nerviano (Lombardia, Italy)		",0,5.2864657e-06,,不确定
 Coronavirus is present at Bosch company in Bari (Puglia) because Chinese people visited the week before.		,0,4.8970696e-06,,不确定
" A book by D.Koontz, ""The Eyes of Darkness,"" predicted COVID-19 in 1981.		",0,4.5457014e-06,,不确定
 Nostradamus predicted the coronavirus.		,0,5.3072877e-06,,不确定
 A 1981 book predicted the coronavirus outbreak.		,0,5.104549e-06,,不确定
" Radio host Rush Limbaugh compares novel coronavirus to ""the common cold.""		",0,4.575211e-06,,不确定
" Video says President Donald Trump spawned the ""Wuhan super virus outbreak under code name 'zyphr.'""		",0,5.87436e-06,,不确定
 Indian Government and the WHO advised people not to purchase colors from China for Holi.		,0,4.7657395e-06,,不确定
 China needs coronavirus SWAT (special weapons and tactics) police teams to arrest this coronavirus victim.		,0,5.1581683e-06,,不确定
" In Poland, people who are not insured have to pay for coronavirus testing, so if they can't afford it, they will spread it.		",0,5.548415e-06,,不确定
 Bats that hide under Wuhan rooftops caused the COVID-19 outbreak.		,0,4.564407e-06,,不确定
 Video of a road traffic control in China to detect people infected with coronavirus.		,0,5.3214176e-06,,不确定
 Bats that hide under Wuhan rooftops caused the COVID-19 outbreak.		,0,4.564407e-06,,不确定
 Coronavirus is a bioweapon leaked from a Wuhan lab.		,0,4.5105894e-06,,不确定
" Coronavirus patients are being ""cremated alive"" in China.		",0,5.664132e-06,,不确定
" Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.		",0,4.777074e-06,,不确定
 China took advantage of the coronavirus crisis to buy back stocks from its technology companies belonging to foreign investors.		,0,4.942722e-06,,不确定
 Italian Red Cross gives the recipe for making amuchina (hand sanitizer) at home.		,0,4.9578575e-06,,不确定
" A ""letter"" from an uncle in Wuhan claims COVID-19 can be cured with hot water.		",0,4.636896e-06,,不确定
 A man is allegedly selling medical masks for 80 denars on a bus owned by the Skopje Public Transportation Enterprise.		,0,5.087496e-06,,不确定
 Letters and packages sent from China can cause coronavirus infection.		,0,6.082661e-06,,不确定
 Face masks are a good protection against the coronavirus.		,0,4.775079e-06,,不确定
 The new coronavirus was registered in 2004.		,0,5.3953913e-06,,不确定
 School has been suspended in Catalonia until 3/2/20.		,0,5.0218227e-06,,不确定
 New cases of coronavirus in Madrid are linked to two universities and a club.		,0,5.589351e-06,,不确定
" Two cases are confirmed of coronavirus in Huelva, Andaluc¡a (2/26/20)		",0,6.0985876e-06,,不确定
 A monkey has been infected with coronavirus in this photo.		,0,4.8283537e-06,,不确定
" A post say ""hair weave and lace fronts manufactured in China may contain the coronavirus.""		",0,4.847783e-06,,不确定
 Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.		,0,5.830386e-06,,不确定
" ""Hair weave and lace fronts manufactured in China may contain the coronavirus.""		",0,5.6519366e-06,,不确定
 Health authorities say shaving a beard protects from COVID-19.		,0,5.275889e-06,,不确定
 The WHO has issued an alert against buying holy colors from China		,0,4.656039e-06,,不确定
 Video shows Chinese officials detaining an infected citizen who refused to be tested.		,0,5.4523302e-06,,不确定
" A ""Lithuanian doctor"" gives advice to those potentially infected with the coronavirus.		",0,5.8572423e-06,,不确定
 Lectures have been suspended at the University of Sevilla due to coronavirus.		,0,4.6015134e-06,,不确定
 El Pais said there is a possible case of coronavirus at the hospital Gregorio Mara¤¢n in Spain.		,0,6.0245425e-06,,不确定
 First case of coronavirus in Alcal  de Henares (Madrid).		,0,5.191197e-06,,不确定
 A brothel with 86 customers was quarantined after a prostitute tested positive for the coronavirus.		,0,5.140818e-06,,不确定
 Dr. Gerardo Dovakin found a vaccine against coronavirus.		,0,5.261569e-06,,不确定
" A book published in 1981 said that in 2020 a severe pneumonia-like illness would spread across the world, and calling it ""Wuhan-400"".		",0,6.253454e-06,,不确定
" Each side of protective surgical masks has different functions, indicated by colour, and you should choose the way you wear by whether you are ill or not.		",0,4.796338e-06,,不确定
 Lysol products can kill the novel coronavirus.		,0,4.9982864e-06,,不确定
" ""The blood test for coronavirus costs $3,200.""		",0,4.565826e-06,,不确定
" ""America has been vaccinating cattle for coronavirus for years, yet the news tells you it's new and going to kill you all, so go buy a mask.""		",0,4.78352e-06,,不确定
" Starting in March, if you travel outside of the United States you won't be allowed back in the country ""due to high risk of the coronavirus.""		",0,4.677401e-06,,不确定
" ""'Akira' is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the WHO advising Japan to postpone the Olympics because of a pandemic risk.""		",0,5.0601084e-06,,不确定
 Chinese police use a fishing net to arrest a man with a high fever.		,0,7.830833e-06,,不确定
" The German government made a ""secret plan"" about coronavirus in 2012 that foretold the pandemic.		",0,5.9096524e-06,,不确定
 Coronavirus patients in China are caught by officials on a highway.		,0,6.25618e-06,,不确定
 Coronavirus patients in China are caught by officials on a highway.		,0,6.25618e-06,,不确定
 A video of chaos in a shop claims people are panicking after the first confirmed case of coronavirus in Lithuania.		,0,4.734699e-06,,不确定
 Summer temperatures will make coronavirus disappear.		,0,4.5763322e-06,,不确定
" ""Spanish newspaper ABC reports there are two possible COVID-19 cases in Gines and Benecaz¢n (Seville, Spain).		",0,4.818951e-06,,不确定
" A man with a gas mask at a supermarket in Lugo (Galicia, Spain).		",0,5.541171e-06,,不确定
" The wife of a Chinese shop owner in Totana (Murcia, Spain) has coronavirus.		",0,5.303989e-06,,不确定
 Barcelona's council issued a notification of a new focus in two neighborhoods.		,0,4.688557e-06,,不确定
" The wife of a Chinese shop owner in Totana (Murcia, Spain) has coronavirus.		",0,5.303989e-06,,不确定
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees tested positive for coronavirus.		,0,4.8005486e-06,,不确定
" A man with a gas mask at a supermarket in Lugo (Galicia, Spain).		",0,5.541171e-06,,不确定
 Election years in the United States coincide with major disease outbreaks.		,0,5.8925893e-06,,不确定
 Florida man is arrested for robbery using cough as a weapon.		,0,5.5564324e-06,,不确定
" A ""poll finds 38% of Americans say they will not drink Corona beer because of the virus.""		",0,4.7264516e-06,,不确定
" ""The coronavirus has made it to Mississippi and the lady that caught it wasn't around anybody with it, which means it is airborne. If the wind blows it in your direction, you'll have it also.""		",0,5.053858e-06,,不确定
" ""Every election year has a disease""?  SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.		",0,1.2567141e-05,,不确定
" Germany gave medical protection equipment like masks to China, now it's missing in Germany.		",0,5.993924e-06,,不确定
" This virus must be old because the label on a bottle of disinfectant from 2015 shows ""coronavirus"".		",0,5.2598634e-06,,不确定
 Russia announces the closure of airspace and suspends all incoming and outgoing flights to China.		,0,4.71948e-06,,不确定
 Doctors recommend carbon filter face masks to prevent coronavirus spread.		,0,5.824023e-06,,不确定
 A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.		,0,4.7328977e-06,,不确定
" President Barack Obama ""waited six months to call swine flu an emergency after thousands died.""		",0,6.301004e-06,,不确定
 CDC recommends men shave their beards to be protected against the new coronavirus.		,0,4.95027e-06,,不确定
 Bill Gates is working on an electronic chip to implant under human skin in order to locate and control people.		,0,6.135117e-06,,不确定
 Facemasks prevent coronavirus infection.		,0,4.977471e-06,,不确定
 An alkaline diet can prevent coronavirus infection.		,0,5.017581e-06,,不确定
 Pope Francis and two aides tested positive for coronavirus.		,0,4.632927e-06,,不确定
" ""Florida hospital reports a coronavirus 'infestation' with multiple confirmed patients.""		",0,6.442834e-06,,不确定
" Photo shows a man wearing a ""government issued Saint Laurent hazardous materials suit.""		",0,4.6760006e-06,,不确定
" ""Shands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.""		",0,7.3508636e-06,,不确定
 Oklahoma police planning to set up roadblocks to enforce a mandatory COVID-19 vaccination law and slap micro-chipped bracelets on people.		,0,7.245145e-06,,不确定
" Man critical with novel coronavirus in Barhalganj, India.		",0,4.888302e-06,,不确定
 Outbreak of COVID-19 is a worldwide fake. The fatality rate is too low for an epidemic. The WHO admitted causing the SARS outbreak in 2003.		,0,5.3406557e-06,,不确定
" Ambulance health care workers are transporting a coronavirus patient in The Hague (The Netherlands), dressed in white protective suits.		",0,6.613313e-06,,不确定
 The Ministry of Health in Spain issues advice about the coronavirus outbreak.		,0,6.22636e-06,,不确定
 3.000 people from Elche (Spain) are infected with the coronavirus after coming back from Milan's international footwear industry fair.		,0,4.5307875e-06,,不确定
" The United States is ""actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""		",0,4.981944e-06,,不确定
" A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isn't ""new"" and is evidence of ""how much the media controls people.""		",0,5.5893565e-06,,不确定
 U.S. Vice President Pence urged people with coronavirus to go to the police.		,0,1.3964064e-05,,不确定
" U.S. Senator Lindsey Graham says President Trump ""probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.""		",0,9.920929e-06,,不确定
 People queue outside an Aldi supermarket in Germany to buy food in fear of the new coronavirus.		,0,5.034132e-06,,不确定
 The photos show Indians bathing in cow dung to prevent infection.		,0,4.8650627e-06,,不确定
 Images of BJP men smearing cow dung on one another after their party leader Suman Haripriya said cow dung may help cure coronavirus.		,0,6.1185633e-06,,不确定
 The CDC recommends men shave their beards to be protected against the new coronavirus.		,0,4.599741e-06,,不确定
 You can't get infected by kissing the hands of a virgin or saint statue.		,0,4.6350256e-06,,不确定
 Drink (warm) water or gargle every 15 minutes to rinse the new coronavirus down.		,0,4.837862e-06,,不确定
 Ads are selling masks protecting against COVID-19.		,0,4.7853455e-06,,不确定
 An image shows Senate Minority Leader Chuck Schumer criticizing President Trump's restrictions on foreign nationals traveling to the U.S. from China.		,0,7.547039e-06,,不确定
 The government?  or specific states such as Michigan or Florida?  has mandated that employers and schools close for two weeks.		,0,4.7344415e-06,,不确定
 Pope Francis and his two aides have been infected with the new coronavirus		,0,5.6710282e-06,,不确定
 A bovine vaccine can be used to inoculate people against coronavirus.		,0,5.097529e-06,,不确定
 Patents mean deadly diseases and viruses were created or invented in a lab.		,0,4.8469274e-06,,不确定
 Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.		,0,4.572367e-06,,不确定
" Video shows President Donald Trump saying COVID-19 is the Democrats' ""new hoax.""		",0,5.278134e-06,,不确定
 The first dog was infected with coronavirus.		,0,5.5507976e-06,,不确定
 Consuming large doses of Vitamin C can stop the spread of coronavirus.		,0,5.344793e-06,,不确定
 European Health Organization (EHO) announced that eating beef can cure coronavirus.		,0,4.8720644e-06,,不确定
 The first coronavirus case in North Macedonia was a well-known fashion designer.		,0,5.913926e-06,,不确定
 New coronavirus was registered in 2018.		,0,6.3044354e-06,,不确定
 A dog was quarantined in Hong Kong after testing positive for the new coronavirus.		,0,6.6553866e-06,,不确定
" Garlic, onions and other traditional medicine recipes are treatments against the new coronavirus.		",0,6.048832e-06,,不确定
 Officials say coronavirus killed 200 in Iran.		,0,5.2260534e-06,,不确定
" ""Man visited Albany, N.Y., days before dying from coronavirus.""		",0,4.816405e-06,,不确定
" ""The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.""		",0,5.6488866e-06,,不确定
" The media ""pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""		",0,4.679534e-06,,不确定
 A confidential governmental document proves that the government has decided to postpone local elections in France because of the outbreak.		,0,5.528809e-06,,不确定
 A Shaheen Bagh protest in India was claimed to have coronavirus.		,0,4.990242e-06,,不确定
 Runny nose and coughing sputum are not symptoms of COVID-19.		,0,4.6584814e-06,,不确定
 Precautionary measures suggested by UNICEF.		,0,5.6577937e-06,,不确定
 The WHO has issued an alert against buying holy colors from China		,0,4.656039e-06,,不确定
 Precautionary measures suggested by UNICEF.		,0,5.6577937e-06,,不确定
 No work in several regions of Spain due to coronavirus.		,0,6.829412e-06,,不确定
 86 clients of a brothel in quarantine after a prostituted tested positive in coronavirus.		,0,6.60372e-06,,不确定
 Shanghai government officially recommends Vitamin C for COVID-19.		,0,4.5040683e-06,,不确定
 Donating plasma or blood is free testing for the coronavirus.		,0,5.0687445e-06,,不确定
 Novel coronavirus has a 99.7% survival rate.		,0,4.972498e-06,,不确定
 Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.		,0,5.609906e-06,,不确定
 The coronavirus outbreak is caused by 5G technology.		,0,4.767707e-06,,不确定
" President Donald Trump tweeted, ""Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",0,1.0300647e-05,,不确定
 People who died after being infected by the novel coronavirus can't receive any mortuary care.		,0,5.1049724e-06,,不确定
 Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.		,0,6.841459e-06,,不确定
 Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID-19.		,0,6.2119357e-06,,不确定
 Girl infected with coronavirus found dead in her apartment in Delhi.		,0,6.1614132e-06,,不确定
 Increasing border controls will stop coronavirus from spreading.		,0,5.276392e-06,,不确定
 Medical Center in El Cachorro (Sevilla) closed due to a possible coronavirus infected person.		,0,4.7383987e-06,,不确定
 Medical report of Hospital General Universitario Santa Luc¡a de Cartagena (Murcia) from a person with possible coronavirus.		,0,5.091534e-06,,不确定
 WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus.		,0,6.032385e-06,,不确定
 WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..		,0,6.032385e-06,,不确定
" Bloggers say Nancy Pelosi delayed coronavirus funding so ""Dems could campaign on it.""		",0,5.446209e-06,,不确定
 The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.		,0,4.826521e-06,,不确定
" CDC sponsored Facebook post asking for help with ""escaped"" coronavirus patient.		",0,4.60204e-06,,不确定
" If the coronavirus gets in your mouth, ""drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.""		",0,5.184306e-06,,不确定
 People can't use the right of withdrawal at work because of the outbreak.		,0,4.940922e-06,,不确定
 Did the coronavirus mutate and became more aggressive?		,0,5.3458484e-06,,不确定
 Telangana Ministry in India distributed homeopathic tablets claiming to prevent COVID-19.		,0,8.032474e-06,,不确定
 Coronavirus patients are being caught on highways in China.		,0,5.616206e-06,,不确定
 Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.		,0,6.672304e-06,,不确定
 Consuming colloidal silver can prevent or treat novel coronavirus.		,0,5.1943075e-06,,不确定
" As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.		",0,5.9104923e-06,,不确定
" A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.		",0,7.863004e-06,,不确定
" ""More people have died from knowing Hillary (Clinton)"" than from coronavirus.		",0,4.572816e-06,,不确定
" U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.		",0,1.40266075e-05,,不确定
 Elderberry syrup protects against the coronavirus.		,0,5.1824272e-06,,不确定
 An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS-CoV-2.		,0,5.6746535e-06,,不确定
" A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.		",0,6.0807815e-06,,不确定
 Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the novel coronavirus.		,0,8.002472e-06,,不确定
 States are imposing mandatory leave and statewise school closures due to coronavirus.		,0,5.9114395e-06,,不确定
 The French health minister underestimated the risk of contamination in France.		,0,4.8435545e-06,,不确定
 A second version of the coronavirus is spreading and it is far more dangerous.		,0,5.9876274e-06,,不确定
" People of the Muslim community have prohibited visiting Mecca Medina to avoid the outbreak of coronavirus, but people of Sanatan religion are playing Holi at the crematorium of Kashi Vishwanath as a pyre.		",0,6.066117e-06,,不确定
 Video shows reciting Namaaz and Quran is the only treatment for COVID-19.		,0,4.515823e-06,,不确定
 UNICEF advises a certain set of steps to follow for coronavirus.		,0,5.1276857e-06,,不确定
" In an Aaj Tak news report, the Chinese prime minister said, ""Reading Quran and offering namaz is the only cure for COVID-19.""		",0,6.0067305e-06,,不确定
 Availability of a kit for coronavirus self-diagnosis.		,0,4.9225414e-06,,不确定
 Availability of a kit for coronavirus self-diagnosis.		,0,4.9225414e-06,,不确定
 Availability of a kit for coronavirus self-diagnosis in Italy.		,0,4.9391506e-06,,不确定
 COVID-19 can be killed over 37 degrees Celsius.		,0,4.774114e-06,,不确定
" The Mayor of Skopje, Shilegov, returned from Madrid three days ago, and the government passed a decree requiring all passengers from Spain to be tested for coronavirus and placed in a 14-day quarantine.		",0,5.3555846e-06,,不确定
 Gang in Madrid is pretending to be doctors to steal from people's houses.		,0,4.7352137e-06,,不确定
 Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.		,0,5.945674e-06,,不确定
 EvAU's exam is postponed to June 18 in Madrid.		,0,4.909803e-06,,不确定
 This Lysol disinfectant against coronavirus shows the virus is not new.		,0,4.6239484e-06,,不确定
 A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.		,0,5.621951e-06,,不确定
 Donating blood in the U.S. can get you a novel coronavirus test.		,0,5.499717e-06,,不确定
" Hand sanitizer will ""do nothing for the coronavirus.""		",0,4.53649e-06,,不确定
 Freshly boiled garlic water is a cure for coronavirus.		,0,5.1767415e-06,,不确定
 Department of Homeland Security official says illegal border crossings may spread coronavirus.		,0,4.8816037e-06,,不确定
" ""(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?""		",0,0.00014177643,,不确定
 Flu vaccine does not increase the risk of a coronavirus infection.		,0,5.971649e-06,,不确定
 Antibiotic azitromycin cures COVID-19.		,0,5.45205e-06,,不确定
" A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.		",0,4.934198e-06,,不确定
" 200 new cases of COVID-19 registered in Lithuania. People are ""cleansed with bleach"" at the Vilnius international airport and taken to a small tent-town nearby.		",0,6.2087133e-06,,不确定
" A Macedonian coronavirus patient, the director of the Skin Clinic, was at the wedding of the Secretary General of the Social Democratic Union of Macedonia.		",0,5.678692e-06,,不确定
" Fake coronavirus pandemic is a cover-up for the ""5G disease.""		",0,5.0806884e-06,,不确定
 UNICEF advises not to eat ice cream because it reinforces infection with the new coronavirus.		,0,5.8174837e-06,,不确定
 Thieves in Palma (Spain) are pretending to be doctors to steal in people's houses.		,0,4.962635e-06,,不确定
 Gang in Vitoria pretending to be doctors to steal from people's houses.		,0,4.8132097e-06,,不确定
" The head of Coordinated Emergences, Fernando Simon, has said that is better to get coronavirus now, because later there will be no space in hospitals.		",0,5.5987252e-06,,不确定
 Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis' average size in different regions.		,0,5.421609e-06,,不确定
 Classes were canceled in Basque Country because of coronavirus.		,0,5.623367e-06,,不确定
 Spanish Education minister Isabel Cela  wore purple latex gloves on a Women's Day demonstration because she was afraid of the coronavirus.		,0,4.775635e-06,,不确定
 Madrid ex-mayor Manuel Carmena has coronavirus.		,0,6.44429e-06,,不确定
 Audio from WhatsApp in which the head of cardiology at the Gregorio Mara¤¢n Hospital states that we are in a moment of uncontrolled coronavirus infection.		,0,5.504634e-06,,不确定
 Galicia suspended classes because of coronavirus on 3/10/20.		,0,4.795478e-06,,不确定
 Empty supermarket in Madrid after measures announced against coronavirus.		,0,4.8915385e-06,,不确定
" Manuela Carmena, ex-mayor of Madrid, got infected with coronavirus.		",0,6.443584e-06,,不确定
 Thieves in Madrid are pretending to be doctors to steal from people's houses.		,0,4.830592e-06,,不确定
