text,true_label,pred_prob,pred_label,pred_cat
 Tencent revealed the real number of deaths.		,0,4.167809e-06,0.0,假新闻
" Post says ""being exposed to the sun for two hours"" kills the 2019 coronavirus.		",0,3.928532e-06,0.0,假新闻
 Holding your breath is an effective way to self-diagnose for COVID-19.		,0,4.481198e-06,0.0,假新闻
 Coronavirus is actually chemtrail lungs.		,0,4.224376e-06,0.0,假新闻
" Americans have to pay $3,000 or $4,000 for a day of containment.		",0,4.1197914e-06,0.0,假新闻
 Drinking hot tea can prevent coronavirus infection.		,0,4.217561e-06,0.0,假新闻
 Senegalese president and government appears with masks during a press conference.		,0,4.481463e-06,0.0,假新闻
 Senegalese president and government appears with masks during a press conference.		,0,4.481463e-06,0.0,假新闻
 You can kill the coronavirus by drinking hot drinks.		,0,3.815523e-06,0.0,假新闻
" While everybody is busy with coronavirus, authorities in Grlitz, Germany, secretly brought asylum seekers into the city.		",0,4.4025783e-06,0.0,假新闻
 Tips against coronavirus like holding your breath and drinking water.		,0,4.218168e-06,0.0,假新闻
 Tips against coronavirus include holding your breath and drinking water.		,0,4.125429e-06,0.0,假新闻
" The Italian department of civil protection has communicated that from 3/16/20, the bio-containment BSL-4 can be introduced.		",0,4.336712e-06,0.0,假新闻
 The Italian Ministry of Interior ruled with a public statement that police will check all people as they exit from their houses.		,0,4.4907124e-06,0.0,假新闻
 Vitamin C and warm water with lemon are effective ways of preventing COVID-19.		,0,4.40178e-06,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,4.17442e-06,0.0,假新闻
 Regional government of Castilla-La Mancha announced in Twitter the closing of schools until April 1.		,0,4.374996e-06,0.0,假新闻
 Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.		,0,4.2107413e-06,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,4.17442e-06,0.0,假新闻
 Madrid's government has announced students will have to make-up classes during summer.		,0,4.17442e-06,0.0,假新闻
 Holding your breath for 10 seconds can determine if you have COVID-19 and you should drink water every 15 minutes.		,0,4.301504e-06,0.0,假新闻
" Post says Harvard scientists say the coronavirus is ""spreading so fast that it will infect 70% of humanity this year.""		",0,4.0355135e-06,0.0,假新闻
 Tweet says Daniel Radcliffe has the coronavirus.		,0,4.3142068e-06,0.0,假新闻
 You can monitor yourself for COVID-19 with a breath test.		,0,4.0687396e-06,0.0,假新闻
 Holding your breath for 10 seconds can determine if you have COVID-19; drink water every 15 minutes.		,0,4.4987282e-06,0.0,假新闻
 Marijuana is a cure for the coronavirus.		,0,4.1162134e-06,0.0,假新闻
 Why it's dangerous to make your own hand sanitizer at home.		,0,4.2540337e-06,0.0,假新闻
" If your nose is running you don't have COVID-19. The virus dies at 27 degrees celsius, thererfore you should drink hot water or tea. The most common way to get infected is to touch surfaces. Every normal mask can filter the virus because it is very big.		",0,4.0667337e-06,0.0,假新闻
 China is supplying the Quran to people to read after the coronavirus outbreak.		,0,4.212974e-06,0.0,假新闻
 Madrid is going to close its borders due to the coronavirus.		,0,4.4493577e-06,0.0,假新闻
 Drinking water in which garlic was boiled will cure you from COVID-19.		,0,4.4663125e-06,0.0,假新闻
 If you can hold your breath for 10 seconds then you don't have fibrosis and therefore no infection. Picture of text in English describing the method.		,0,4.3399145e-06,0.0,假新闻
 Turmeric and lemon can cure the coronavirus.		,0,4.199488e-06,0.0,假新闻
 Drinking water every 15 minutes will protect you from getting coronavirus.		,0,4.0794744e-06,0.0,假新闻
 You can check for coronavirus by holding your breath for 10 seconds.		,0,4.116924e-06,0.0,假新闻
 COVID-19 is cured with hot water and baking soda.		,0,4.3519008e-06,0.0,假新闻
 Iranians have published a report saying that coronavirus is a biological warfare.		,0,4.400899e-06,0.0,假新闻
 Tuit reports that Brazilian president Jair Bolsonaro has tested positive for the coronavirus.		,0,4.1543562e-06,0.0,假新闻
" Live stream about the infected foreigners coming to Ukraine from Italy, which went viral.		",0,3.940182e-06,0.0,假新闻
" If you donate blood, ""they HAVE to test you"" for coronavirus.		",0,4.4380727e-06,0.0,假新闻
" Says Nancy Pelosi was ""caught trying to include abortion funding in bill to combat coronavirus.""		",0,4.1962294e-06,0.0,假新闻
" ""The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.""		",0,4.173107e-06,0.0,假新闻
 Image showing Italian doctors exhausted and sleeping.		,0,4.201435e-06,0.0,假新闻
" A secret invasion of 40,000 American troops immune to COVID-19 is ongoing in Europe.		",0,4.1408803e-06,0.0,假新闻
" COVID-19 is human-made, and an American biological weapon		",0,4.286998e-06,0.0,假新闻
 Croatian president tells people to buy in bulk for at least 2 weeks.		,0,4.494723e-06,0.0,假新闻
 People are panicked about a COVID-19 case at the Dakar Airport.		,0,4.2474667e-06,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,4.095882e-06,0.0,假新闻
 Saddam Hussein explaining what is coronavirus about.		,0,4.095882e-06,0.0,假新闻
 Picture shows the Mecca totally empty.		,0,4.163181e-06,0.0,假新闻
 Saddam Hussein explains what coronavirus is about.		,0,4.107837e-06,0.0,假新闻
 We can neutralise the new coronavirus SARS-CoV-2 by exposing ourselves to the sun and drinking hot beverages. The use of a mask is not effective and the virus itself is a threat to our life only if we are part of a high risk group.		,0,4.0936216e-06,0.0,假新闻
 Aajtak news channel claims that consuming the herbal plant Tulsi will cure coronavirus.		,0,4.2506235e-06,0.0,假新闻
 India announced holidays for four states.		,0,4.0690265e-06,0.0,假新闻
 Israel and USA have come up with a vaccine.		,0,4.1532435e-06,0.0,假新闻
 The health service in Ireland is asking people to stockpile food.		,0,4.4301228e-06,0.0,假新闻
 A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19.		,0,4.4540875e-06,0.0,假新闻
 A post says that if you hold your breath you can tell if you are infected with COVID-19 or not.		,0,3.841743e-06,0.0,假新闻
" A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to ""protect against coronavirus.""		",0,4.2531174e-06,0.0,假新闻
" ""It's actually the safest time to fly.""		",0,4.4776652e-06,0.0,假新闻
 37.000 US soldiers are entering the EU while everybody is busy with the coronavirus; the soldiers are immune.		,0,3.6191448e-06,0.0,假新闻
 The University hospital in Vienna found out that Ibuprofen speeds up the spreading of the coronavirus.		,0,4.2216293e-06,0.0,假新闻
 Drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. Spread the information as you can save someone.		,0,4.1681433e-06,0.0,假新闻
 Ireland is going into a full lockdown.		,0,4.324319e-06,0.0,假新闻
 An American soldier has been paid to spread COVID-19 in Europe.		,0,4.1262356e-06,0.0,假新闻
" If you drink water with lemon, it prevents the new coronavirus.		",0,4.3034324e-06,0.0,假新闻
 Catalonia universities give all course credits to its students after classes being suspended.		,0,4.172832e-06,0.0,假新闻
 Curfew issued for Bossier city due to coronavirus.		,0,4.3912687e-06,0.0,假新闻
 CEO Resignations Are Linked To Global Conspiracy.		,0,4.0305213e-06,0.0,假新闻
" A video shows an Italian doctor who says that nobody died from coronavirus in Italy, that it's not more dangerous than a flu.		",0,4.2981083e-06,0.0,假新闻
" Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.		",0,4.0797822e-06,0.0,假新闻
 Ibuprofen can be an aggravating factor; one should use Paracetamol instead.		,0,4.3748373e-06,0.0,假新闻
 The spread of the new coronavirus was planned by the Rockefellers years ago.		,0,4.468626e-06,0.0,假新闻
 The claim that there is a cure from the new coronavirus. The name of the drug is decametoxine.		,0,4.002498e-06,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,4.433969e-06,0.0,假新闻
" ""COVID-19 started because we eat animals.""		",0,4.2769525e-06,0.0,假新闻
 Says businesses will give you free baby formula during the coronavirus outbreak.		,0,3.9841952e-06,0.0,假新闻
 An official decree taken by the government says the military will have to help in the hospitals.		,0,4.4115554e-06,0.0,假新闻
" There is a train wagon carrying the sign ""COVID-19"" which is used to carry and spread the disease.		",0,3.7691407e-06,0.0,假新闻
 One can get free masks from the government to fight coronavirus by filling this form in the web link.		,0,4.1641656e-06,0.0,假新闻
 Italy from the space during a flash mob in March 2020.		,0,4.3285727e-06,0.0,假新闻
 A headline about the closure of the airport in Skopje,0,4.0724817e-06,0.0,假新闻
" ""Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.""		",0,4.367909e-06,0.0,假新闻
 Dallas student celebrating spring break collapses from coronavirus.		,0,4.428948e-06,0.0,假新闻
 Coronavirus is the least deadly virus.		,0,4.167948e-06,0.0,假新闻
 CDC warns people that morel mushroom increases coronavirus risk by 200%.		,0,4.477827e-06,0.0,假新闻
" Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is ""a claim without any scientific basis.""		",0,4.1185535e-06,0.0,假新闻
" ""Sunlight actually can kill the [novel coronavirus].""		",0,4.246973e-06,0.0,假新闻
 No evidence that 5G is being forcibly installed in schools.		,0,4.1244025e-06,0.0,假新闻
" The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""		",0,3.807076e-06,0.0,假新闻
 The military is coming to Paris because of the coronavirus.		,0,3.979285e-06,0.0,假新闻
 Another rumor claims the military is coming to Paris because of the coronavirus.		,0,3.883589e-06,0.0,假新闻
 The Indian government is distributing free face masks.		,0,4.328746e-06,0.0,假新闻
 Narendra Modi is giving free masks in India.		,0,3.7685259e-06,0.0,假新闻
" If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.		",0,4.455196e-06,0.0,假新闻
 Drinking water every 15 minutes will protect people from coronavirus.		,0,4.1765584e-06,0.0,假新闻
 Medical University in Vienna has published a study about Ibuprofen and coronavirus.		,0,4.2573865e-06,0.0,假新闻
" Warm water with salt prevents the new coronavirus infection, killing it in the throat.		",0,4.4119256e-06,0.0,假新闻
 Here are the measures that Mercadona will implement due to the coronavirus crisis.		,0,4.257021e-06,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get the COVID-19 than being gay"".		",0,4.19759e-06,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get the covid-19 than being gay"".		",0,4.19759e-06,0.0,假新闻
 It is advisable to leave outside the shoes used on the street to prevent coronavirus.		,0,4.2792535e-06,0.0,假新闻
" Spanish politician Ortega Smith said ""I prefer to get COVID-19 to being gay.""		",0,4.2867973e-06,0.0,假新闻
 A conpiracy theory about a news report from the correspondent in Finland for the Swedish public service TV.		,0,4.283606e-06,0.0,假新闻
 Sweden has stopped fighting against the new coronavirus.		,0,4.2940355e-06,0.0,假新闻
 Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.		,0,4.1941007e-06,0.0,假新闻
" Spanish scientist (and former minister for agriculture) says that people should go to Ronaldo or Messi for the cure, as they are better paid.		",0,4.3152677e-06,0.0,假新闻
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.		",0,3.8000135e-06,0.0,假新闻
" Facebook post claiming that French animal shelters ""are overwhelmed by the abandonment of dogs and cats due to the coronavirus"".		",0,4.313639e-06,0.0,假新闻
 A university clinic in Vienna conducted a research which linked COVID-19 with the drug ibuprofen. The majority of patients with severe symptoms had used this drug.		,0,4.1427093e-06,0.0,假新闻
 With self-checkup you can find out if you are infected with coronavirus.		,0,4.2238844e-06,0.0,假新闻
 Countries that are the most affected by the coronavirus are along the same latitude.		,0,4.4090234e-06,0.0,假新闻
 Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19.		,0,4.4963817e-06,0.0,假新闻
 This picture showing lots of coffins was taken in Bergamo in 2020.		,0,4.1658423e-06,0.0,假新闻
 There is a Russian medicine that could be use against Sars-Cov-2.		,0,3.7257971e-06,0.0,假新闻
 Drinking hot water every 15 min helps fighting COVID-19.		,0,4.2211464e-06,0.0,假新闻
" The exams to access university in Valencia region will be delayed to August 10, 11 and 12.		",0,4.3825253e-06,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,4.2096613e-06,0.0,假新闻
" France will pay rent, light and gas during quarantine for its citizens.		",0,4.2096613e-06,0.0,假新闻
 Trump Is Promising To Send Americans Checks - Only After Checking People's Social Media History.		,0,3.8172298e-06,0.0,假新闻
" If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we've been making.		",0,4.1629987e-06,0.0,假新闻
 American fast-food chain Hardee's is advising truckers to walk up to drive-thrus during coronavirus pandemic.		,0,4.086698e-06,0.0,假新闻
 Clean your throat with salt water or vinegar to cure coronavirus.		,0,4.268603e-06,0.0,假新闻
 Spanish minister of agriculture called out football players for earning too much and showing lack of solidarity.		,0,4.2894358e-06,0.0,假新闻
" You should leave your shoes outside, as they carry the virus.		",0,3.8866683e-06,0.0,假新闻
 Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.		,0,4.128219e-06,0.0,假新闻
 Claim that Sweden has refused to fight coronavirus.		,0,4.159153e-06,0.0,假新闻
 Most of the passengers in an Ethiopian airlines flight from Italy are infected with coronavirus.		,0,4.383114e-06,0.0,假新闻
 This video shows goats affected by the coronavirus.		,0,3.954321e-06,0.0,假新闻
" Katy Perry, Madonna and Black Sabbath shared videos of Italy's flash mob with fake audio.		",0,4.472207e-06,0.0,假新闻
 Photo shows row of coffins in Italy. Claims that this is how Bergamo in Italy deals with the dead from the virus.		,0,4.30468e-06,0.0,假新闻
" Video showing police beating people in China, linked with the outbreak.		",0,4.1877142e-06,0.0,假新闻
" During the pandemic, Macedonian citizens will have no bread.		",0,4.0859104e-06,0.0,假新闻
" The parks of Adra, in Spain, are being fumigated with poison.		",0,4.494354e-06,0.0,假新闻
 The quarantine will last until the end of May in Ukraine.		,0,4.433969e-06,0.0,假新闻
 Biden claims that Trump eliminated the White House pandemic office.		,0,3.7887125e-06,0.0,假新闻
 5G technology caused the coronavirus.		,0,4.4565645e-06,0.0,假新闻
 Walmart is closing hundreds of its stores.		,0,3.8834373e-06,0.0,假新闻
 Obama family flown to private island to escape coronavirus pandemic.		,0,4.17325e-06,0.0,假新闻
" Claim that ""there is no"" COVID-19 virus.		",0,4.0400305e-06,0.0,假新闻
" The federal government is ""preparing to mobilize the national guard,"" ""dispatch them across the US with military"" and ""announce a nationwide 1 week quarantine for all citizens.""		",0,4.3404943e-06,0.0,假新闻
" ""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.""		",0,4.3332234e-06,0.0,假新闻
 Favipiravir is a miracle cure for COVID-19.		,0,4.258718e-06,0.0,假新闻
 Arbidol is a miracle cure for COVID-19.		,0,4.258718e-06,0.0,假新闻
 It is forbidden to be more than one in a car in France during the lockdown.		,0,3.8080454e-06,0.0,假新闻
 India will go under lockdown from 4/15/20 to 6/15/20.		,0,4.375697e-06,0.0,假新闻
 Gargling with warm salt water can cure from the coronavirus.		,0,4.405913e-06,0.0,假新闻
" People shouting ""Allahu Akbar"" in Europe after the coronavirus outbreak.		",0,4.4760386e-06,0.0,假新闻
 Claim that the outbreak of COVID-19 is not real.		,0,4.2495735e-06,0.0,假新闻
 Claim that the outbreak of the virus was caused by 5G.		,0,4.360076e-06,0.0,假新闻
 A post claims that there are no cases of the new coronavirus in Russia.		,0,3.8353364e-06,0.0,假新闻
" Speech from Spanish King Felipe VI about coronavirus was plagiarized from the book ""Palmeras en la Nieve"" or ""Las Palmeras.""		",0,4.229189e-06,0.0,假新闻
 Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.		,0,4.049041e-06,0.0,假新闻
" ""Wisconsin is the only state where all Republicans voted against protecting its citizens.""		",0,4.0723576e-06,0.0,假新闻
 Fox News won Pulitzer for coronavirus coverage.		,0,3.883174e-06,0.0,假新闻
 It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.		,0,4.0378195e-06,0.0,假新闻
 A positive COVID-19 patient recently met Narendra Modi.		,0,4.2341367e-06,0.0,假新闻
 Cow urine is helpful to fight coronavirus.		,0,4.4467365e-06,0.0,假新闻
" ""Only India can resist coronavirus""?  Saudi Crown Prince Mohammad Bin Salman.		",0,4.2989036e-06,0.0,假新闻
" A WhatsApp video claims that the lady shown is the wife of Canada's PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.		",0,4.389234e-06,0.0,假新闻
 Coronavirus can live only up to 12 hours on any surface.		,0,4.131197e-06,0.0,假新闻
 This is a self-check test for coronavirus.		,0,3.7050017e-06,0.0,假新闻
 The King of Spain has plagiarized his COVID-19 speech from a book.		,0,4.398675e-06,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,4.378481e-06,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,4.378481e-06,0.0,假新闻
 There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.		,0,3.89508e-06,0.0,假新闻
 Pets can transmit the new coronavirus.		,0,4.378481e-06,0.0,假新闻
 Joe Biden tested positive for coronavirus.		,0,3.9027623e-06,0.0,假新闻
" Quotes Joe Biden as saying ""people who have never died before are now dying from coronavirus.""		",0,3.9359534e-06,0.0,假新闻
 Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.		,0,4.2106326e-06,0.0,假新闻
 A video from a British broadcaster shows Italian coronavirus victims got taken down.		,0,4.06943e-06,0.0,假新闻
 US military brought the virus to Wuhan on October 2019.		,0,4.3346204e-06,0.0,假新闻
" A photo showing nurses raising their middle fingers against the French government, with a caption against the French President.		",0,4.3438777e-06,0.0,假新闻
 A video shows coronavirus patients at an airport in China and gauges how serious the situation is.		,0,4.441875e-06,0.0,假新闻
 Clapping together at 5 p.m. will create a vibration which will destroy coronavirus.		,0,4.4115595e-06,0.0,假新闻
 There is science behind Indian Prime minister Modi's 5 p.m. clapping initiative,0,3.9031193e-06,0.0,假新闻
 Russian government has unleashed lions on the streets to impose a public curfew.		,0,4.4431968e-06,0.0,假新闻
 The government of Spain is going to declare a state of emergency.		,0,4.0429713e-06,0.0,假新闻
 Aspirating boiling water vapor for five minutes deactivates the coronavirus.		,0,4.3598516e-06,0.0,假新闻
 One can destroy the new coronavirus by doing the following breathing exercises.		,0,4.318615e-06,0.0,假新闻
" ""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""		",0,3.8166986e-06,0.0,假新闻
 Black people are immune to the coronavirus.		,0,4.3142268e-06,0.0,假新闻
" You should take high doses of Vitamin D against COVID-19; children don't get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system.		",0,4.041853e-06,0.0,假新闻
 Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.		,0,4.0748746e-06,0.0,假新闻
 Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.		,0,4.391625e-06,0.0,假新闻
 Video of the current situation in Italy due to coronavirus.		,0,4.179818e-06,0.0,假新闻
" The Russian president, Putin, has left 800 lions outside to make people stay in their homes.		",0,4.410146e-06,0.0,假新闻
 The video shows Muslims licking plates and spoons to spread the coronavirus.		,0,4.1534495e-06,0.0,假新闻
 You shouldn't take Ibuprofen because it appears this drug would enhance and accelerate the effects of COVID-19.		,0,4.3289115e-06,0.0,假新闻
 Photo showing crowd during an illegal?  due to quarantine?  Way of the Cross prayers in Wejherowo.		,0,4.41943e-06,0.0,假新闻
